return_id,order_id,return_reason,return_date
R0001986,O00036834,Late Delivery,2024-09-14
R0001987,O00036858,Size Issue,2025-03-12
R0001988,O00036868,Damaged Item,2025-09-07
R0001989,O00036886,Damaged Item,2025-11-13
R0001990,O00036954,Size Issue,2024-11-03
R0001991,O00036960,Late Delivery,2024-12-22
R0001992,O00036976,Wrong Item,2025-04-10
R0001993,O00037009,Wrong Item,2025-12-07
R0001994,O00037010,Wrong Item,2025-12-16
R0001995,O00037023,Quality Issue,2025-12-05
R0001996,O00037036,Quality Issue,2024-06-24
R0001997,O00037039,Wrong Item,2025-01-06
R0001998,O00037041,Quality Issue,2025-05-29
R0001999,O00037082,Damaged Item,2025-12-25
R0002000,O00037084,Changed Mind,2026-01-11
R0002001,O00037086,Damaged Item,2025-12-31
R0002002,O00037129,Size Issue,2025-07-05
R0002003,O00037163,Size Issue,2024-11-06
R0002004,O00037169,Size Issue,2024-11-25
R0002005,O00037174,Size Issue,2023-11-05
R0002006,O00037175,Quality Issue,2025-06-06
R0002007,O00037191,Changed Mind,2025-04-20
R0002008,O00037214,Size Issue,2023-05-02
R0002009,O00037249,Damaged Item,2025-10-23
R0002010,O00037283,Damaged Item,2025-11-13
R0002011,O00037378,Changed Mind,2023-05-20
R0002012,O00037387,Quality Issue,2024-04-15
R0002013,O00037397,Wrong Item,2024-10-26
R0002014,O00037402,Changed Mind,2024-09-11
R0002015,O00037415,Wrong Item,2025-06-30
R0002016,O00037431,Quality Issue,2025-01-01
R0002017,O00037433,Wrong Item,2025-03-08
R0002018,O00037441,Size Issue,2025-11-21
R0002019,O00037473,Size Issue,2025-07-20
R0002020,O00037484,Quality Issue,2023-11-02
R0002021,O00037519,Damaged Item,2025-10-14
R0002022,O00037521,Damaged Item,2025-10-30
R0002023,O00037528,Changed Mind,2023-10-22
R0002024,O00037554,Changed Mind,2025-12-04
R0002025,O00037572,Late Delivery,2025-03-19
R0002026,O00037615,Damaged Item,2023-12-28
R0002027,O00037618,Wrong Item,2024-02-02
R0002028,O00037632,Size Issue,2025-06-11
R0002029,O00037685,Quality Issue,2025-10-28
R0002030,O00037700,Late Delivery,2024-05-23
R0002031,O00037736,Size Issue,2025-11-05
R0002032,O00037740,Quality Issue,2025-11-22
R0002033,O00037744,Quality Issue,2025-05-22
R0002034,O00037750,Quality Issue,2025-12-03
R0002035,O00037751,Changed Mind,2025-12-09
R0002036,O00037755,Size Issue,2026-01-26
R0002037,O00037758,Quality Issue,2025-07-27
R0002038,O00037783,Quality Issue,2024-09-29
R0002039,O00037792,Wrong Item,2025-02-12
R0002040,O00037800,Size Issue,2025-11-17
R0002041,O00037808,Quality Issue,2026-01-08
R0002042,O00037911,Late Delivery,2024-11-09
R0002043,O00037928,Damaged Item,2025-06-24
R0002044,O00037934,Damaged Item,2025-10-24
R0002045,O00037953,Size Issue,2024-07-12
R0002046,O00037954,Wrong Item,2024-10-05
R0002047,O00037972,Size Issue,2025-12-06
R0002048,O00038070,Quality Issue,2023-04-26
R0002049,O00038071,Changed Mind,2025-11-16
R0002050,O00038082,Late Delivery,2025-07-02
R0002051,O00038125,Changed Mind,2025-10-13
R0002052,O00038145,Quality Issue,2025-03-12
R0002053,O00038154,Size Issue,2024-11-20
R0002054,O00038162,Late Delivery,2025-01-03
R0002055,O00038188,Late Delivery,2025-03-15
R0002056,O00038273,Size Issue,2025-03-24
R0002057,O00038295,Wrong Item,2025-09-24
R0002058,O00038301,Changed Mind,2024-05-19
R0002059,O00038331,Wrong Item,2026-01-07
R0002060,O00038349,Quality Issue,2026-01-09
R0002061,O00038351,Wrong Item,2025-10-31
R0002062,O00038358,Late Delivery,2025-09-16
R0002063,O00038416,Wrong Item,2024-02-19
R0002064,O00038439,Late Delivery,2025-09-17
R0002065,O00038440,Quality Issue,2025-10-15
R0002066,O00038478,Late Delivery,2023-11-27
R0002067,O00038486,Damaged Item,2026-01-10
R0002068,O00038505,Quality Issue,2024-09-09
R0002069,O00038531,Changed Mind,2025-12-30
R0002070,O00038539,Wrong Item,2024-11-17
R0002071,O00038561,Quality Issue,2025-03-05
R0002072,O00038593,Wrong Item,2026-01-12
R0002073,O00038612,Size Issue,2026-01-01
R0002074,O00038626,Quality Issue,2025-09-07
R0002075,O00038636,Damaged Item,2025-09-01
R0002076,O00038653,Quality Issue,2025-08-25
R0002077,O00038661,Damaged Item,2026-01-20
R0002078,O00038666,Late Delivery,2023-09-24
R0002079,O00038683,Size Issue,2025-12-27
R0002080,O00038728,Size Issue,2024-07-16
R0002081,O00038758,Changed Mind,2024-10-25
R0002082,O00038774,Damaged Item,2025-08-11
R0002083,O00038775,Changed Mind,2025-11-03
R0002084,O00038840,Damaged Item,2026-01-13
R0002085,O00038843,Late Delivery,2023-09-28
R0002086,O00038845,Damaged Item,2024-12-30
R0002087,O00038888,Damaged Item,2025-10-23
R0002088,O00038892,Size Issue,2025-11-14
R0002089,O00038922,Size Issue,2024-12-20
R0002090,O00038930,Size Issue,2025-12-24
R0002091,O00038960,Quality Issue,2025-10-17
R0002092,O00038975,Damaged Item,2025-08-12
R0002093,O00039000,Changed Mind,2024-11-25
R0002094,O00039019,Quality Issue,2024-04-11
R0002095,O00039020,Wrong Item,2024-06-29
R0002096,O00039041,Wrong Item,2024-08-22
R0002097,O00039062,Late Delivery,2025-09-17
R0002098,O00039098,Quality Issue,2025-11-26
R0002099,O00039108,Late Delivery,2025-01-29
R0002100,O00039115,Wrong Item,2025-03-25
R0002101,O00039126,Size Issue,2025-11-26
R0002102,O00039160,Changed Mind,2025-02-15
R0002103,O00039164,Size Issue,2025-04-17
R0002104,O00039174,Wrong Item,2025-11-09
R0002105,O00039175,Quality Issue,2025-11-23
R0002106,O00039197,Changed Mind,2025-11-08
R0002107,O00039207,Damaged Item,2024-05-26
R0002108,O00039241,Wrong Item,2025-12-12
R0002109,O00039270,Size Issue,2024-08-08
R0002110,O00039278,Late Delivery,2025-10-18
R0002111,O00039286,Damaged Item,2023-12-29
R0002112,O00039333,Damaged Item,2024-11-27
R0002113,O00039344,Quality Issue,2025-04-02
R0002114,O00039351,Size Issue,2025-11-11
R0002115,O00039380,Changed Mind,2025-08-21
R0002116,O00039408,Late Delivery,2025-07-12
R0002117,O00039410,Size Issue,2025-11-19
R0002118,O00039413,Quality Issue,2023-10-26
R0002119,O00039437,Quality Issue,2025-11-21
R0002120,O00039447,Size Issue,2025-03-19
R0002121,O00039474,Damaged Item,2023-09-04
R0002122,O00039490,Quality Issue,2025-06-15
R0002123,O00039500,Damaged Item,2025-02-05
R0002124,O00039514,Quality Issue,2024-06-12
R0002125,O00039538,Late Delivery,2025-04-12
R0002126,O00039573,Wrong Item,2025-12-09
R0002127,O00039574,Changed Mind,2025-12-20
R0002128,O00039576,Late Delivery,2024-11-03
R0002129,O00039578,Size Issue,2025-02-23
R0002130,O00039590,Late Delivery,2025-10-08
R0002131,O00039614,Changed Mind,2024-08-31
R0002132,O00039622,Damaged Item,2026-01-01
R0002133,O00039625,Damaged Item,2026-01-10
R0002134,O00039644,Size Issue,2024-05-03
R0002135,O00039667,Wrong Item,2025-11-30
R0002136,O00039706,Damaged Item,2024-05-13
R0002137,O00039719,Wrong Item,2025-06-19
R0002138,O00039750,Late Delivery,2025-08-31
R0002139,O00039769,Wrong Item,2025-11-24
R0002140,O00039793,Damaged Item,2024-09-05
R0002141,O00039822,Damaged Item,2024-01-01
R0002142,O00039826,Wrong Item,2024-09-03
R0002143,O00039830,Size Issue,2025-12-26
R0002144,O00039834,Quality Issue,2024-02-22
R0002145,O00039853,Changed Mind,2024-09-14
R0002146,O00039905,Changed Mind,2025-10-26
R0002147,O00039914,Size Issue,2025-04-17
R0002148,O00039921,Late Delivery,2025-12-29
R0002149,O00039930,Size Issue,2025-09-06
R0002150,O00039936,Changed Mind,2025-01-28
R0002151,O00039949,Damaged Item,2026-01-09
R0002152,O00039955,Damaged Item,2023-02-16
R0002153,O00039984,Changed Mind,2025-12-14
R0002154,O00039985,Wrong Item,2025-12-12
R0002155,O00039995,Size Issue,2025-08-27
R0002156,O00040033,Quality Issue,2025-09-14
R0002157,O00040041,Late Delivery,2025-09-01
R0002158,O00040042,Size Issue,2025-12-10
R0002159,O00040048,Damaged Item,2024-08-18
R0002160,O00040063,Late Delivery,2025-03-06
R0002161,O00040095,Size Issue,2025-05-06
R0002162,O00040116,Wrong Item,2025-10-31
R0002163,O00040183,Wrong Item,2025-03-15
R0002164,O00040184,Wrong Item,2025-05-16
R0002165,O00040205,Size Issue,2023-12-21
R0002166,O00040218,Size Issue,2025-09-15
R0002167,O00040224,Damaged Item,2025-12-14
R0002168,O00040241,Size Issue,2025-12-10
R0002169,O00040263,Quality Issue,2024-12-09
R0002170,O00040304,Damaged Item,2025-06-30
R0002171,O00040332,Late Delivery,2025-11-10
R0002172,O00040344,Quality Issue,2023-05-21
R0002173,O00040349,Damaged Item,2024-01-05
R0002174,O00040350,Quality Issue,2024-01-07
R0002175,O00040357,Wrong Item,2025-04-14
R0002176,O00040379,Quality Issue,2025-03-03
R0002177,O00040387,Size Issue,2025-12-28
R0002178,O00040394,Damaged Item,2024-12-28
R0002179,O00040418,Changed Mind,2025-11-29
R0002180,O00040463,Wrong Item,2025-10-20
R0002181,O00040470,Wrong Item,2025-12-31
R0002182,O00040515,Wrong Item,2025-10-24
R0002183,O00040524,Wrong Item,2025-07-06
R0002184,O00040535,Quality Issue,2025-08-21
R0002185,O00040546,Changed Mind,2026-02-01
R0002186,O00040552,Quality Issue,2024-09-14
R0002187,O00040559,Changed Mind,2024-06-15
R0002188,O00040561,Late Delivery,2024-08-08
R0002189,O00040570,Damaged Item,2025-10-05
R0002190,O00040580,Changed Mind,2026-01-13
R0002191,O00040587,Size Issue,2024-06-29
R0002192,O00040597,Size Issue,2026-01-11
R0002193,O00040601,Changed Mind,2025-12-13
R0002194,O00040616,Changed Mind,2026-01-07
R0002195,O00040643,Size Issue,2025-07-02
R0002196,O00040658,Late Delivery,2024-04-20
R0002197,O00040662,Changed Mind,2025-12-10
R0002198,O00040682,Changed Mind,2024-09-09
R0002199,O00040684,Damaged Item,2023-02-01
R0002200,O00040717,Damaged Item,2024-12-16
R0002201,O00040782,Wrong Item,2024-09-22
R0002202,O00040786,Size Issue,2025-05-03
R0002203,O00040787,Damaged Item,2025-06-01
R0002204,O00040793,Size Issue,2025-02-16
R0002205,O00040862,Damaged Item,2025-02-06
R0002206,O00040868,Changed Mind,2024-08-19
R0002207,O00040891,Late Delivery,2024-09-21
R0002208,O00040923,Size Issue,2025-12-20
R0002209,O00040961,Changed Mind,2024-11-28
R0002210,O00040967,Late Delivery,2024-12-17
R0002211,O00040994,Wrong Item,2025-09-01
R0002212,O00040995,Damaged Item,2025-10-29
R0002213,O00041031,Wrong Item,2025-11-04
R0002214,O00041034,Changed Mind,2025-11-25
R0002215,O00041052,Damaged Item,2025-11-09
R0002216,O00041054,Size Issue,2024-04-18
R0002217,O00041090,Late Delivery,2024-12-27
R0002218,O00041096,Late Delivery,2024-05-21
R0002219,O00041101,Late Delivery,2025-08-26
R0002220,O00041105,Late Delivery,2025-02-16
R0002221,O00041110,Quality Issue,2025-12-30
R0002222,O00041164,Quality Issue,2025-02-15
R0002223,O00041180,Changed Mind,2025-03-31
R0002224,O00041181,Quality Issue,2025-09-22
R0002225,O00041183,Changed Mind,2025-05-28
R0002226,O00041237,Quality Issue,2025-09-23
R0002227,O00041290,Quality Issue,2025-10-08
R0002228,O00041301,Quality Issue,2025-12-10
R0002229,O00041325,Late Delivery,2024-09-26
R0002230,O00041327,Quality Issue,2025-11-12
R0002231,O00041344,Size Issue,2025-11-08
R0002232,O00041346,Size Issue,2025-12-05
R0002233,O00041355,Wrong Item,2026-01-07
R0002234,O00041382,Damaged Item,2024-12-14
R0002235,O00041393,Damaged Item,2025-12-18
R0002236,O00041401,Late Delivery,2024-11-12
R0002237,O00041444,Quality Issue,2024-12-04
R0002238,O00041469,Changed Mind,2024-12-02
R0002239,O00041499,Size Issue,2023-07-24
R0002240,O00041563,Size Issue,2025-01-15
R0002241,O00041568,Size Issue,2024-01-10
R0002242,O00041569,Wrong Item,2024-01-21
R0002243,O00041571,Late Delivery,2025-06-15
R0002244,O00041573,Wrong Item,2025-09-18
R0002245,O00041574,Quality Issue,2025-12-13
R0002246,O00041597,Late Delivery,2026-01-23
R0002247,O00041619,Damaged Item,2025-10-18
R0002248,O00041629,Damaged Item,2023-12-17
R0002249,O00041633,Quality Issue,2025-11-21
R0002250,O00041635,Damaged Item,2025-10-26
R0002251,O00041669,Quality Issue,2024-08-20
R0002252,O00041680,Quality Issue,2024-09-02
R0002253,O00041688,Damaged Item,2025-06-21
R0002254,O00041690,Damaged Item,2025-11-18
R0002255,O00041698,Quality Issue,2023-12-14
R0002256,O00041715,Changed Mind,2025-10-16
R0002257,O00041721,Wrong Item,2025-11-29
R0002258,O00041806,Damaged Item,2025-10-20
R0002259,O00041843,Late Delivery,2025-05-23
R0002260,O00041847,Changed Mind,2024-11-26
R0002261,O00041855,Size Issue,2025-06-17
R0002262,O00041860,Quality Issue,2025-09-27
R0002263,O00041867,Wrong Item,2025-10-28
R0002264,O00041877,Size Issue,2025-05-20
R0002265,O00041879,Damaged Item,2025-01-23
R0002266,O00041937,Quality Issue,2024-06-02
R0002267,O00041939,Quality Issue,2024-10-02
R0002268,O00041940,Damaged Item,2024-11-04
R0002269,O00041953,Quality Issue,2024-10-20
R0002270,O00041976,Quality Issue,2025-12-06
R0002271,O00041983,Changed Mind,2025-04-10
R0002272,O00042014,Quality Issue,2025-11-05
R0002273,O00042029,Wrong Item,2025-11-16
R0002274,O00042039,Size Issue,2025-12-27
R0002275,O00042046,Quality Issue,2024-07-06
R0002276,O00042049,Damaged Item,2024-08-13
R0002277,O00042127,Quality Issue,2024-08-04
R0002278,O00042140,Changed Mind,2023-08-31
R0002279,O00042148,Changed Mind,2025-12-16
R0002280,O00042151,Size Issue,2024-03-10
R0002281,O00042159,Size Issue,2023-07-01
R0002282,O00042163,Wrong Item,2024-06-21
R0002283,O00042172,Damaged Item,2025-02-24
R0002284,O00042179,Quality Issue,2024-12-12
R0002285,O00042207,Wrong Item,2024-06-24
R0002286,O00042254,Changed Mind,2023-06-28
R0002287,O00042258,Changed Mind,2023-12-26
R0002288,O00042303,Quality Issue,2025-08-01
R0002289,O00042306,Changed Mind,2025-12-01
R0002290,O00042372,Size Issue,2025-05-09
R0002291,O00042373,Damaged Item,2025-07-29
R0002292,O00042385,Wrong Item,2025-11-02
R0002293,O00042402,Late Delivery,2025-03-07
R0002294,O00042409,Size Issue,2025-11-21
R0002295,O00042422,Damaged Item,2025-07-30
R0002296,O00042424,Quality Issue,2023-09-12
R0002297,O00042431,Quality Issue,2025-12-01
R0002298,O00042453,Damaged Item,2026-01-02
R0002299,O00042454,Size Issue,2025-06-06
R0002300,O00042473,Late Delivery,2025-11-12
R0002301,O00042490,Late Delivery,2023-08-18
R0002302,O00042533,Late Delivery,2025-12-17
R0002303,O00042546,Damaged Item,2025-10-22
R0002304,O00042547,Damaged Item,2025-05-26
R0002305,O00042590,Changed Mind,2025-05-31
R0002306,O00042658,Changed Mind,2024-12-14
R0002307,O00042665,Late Delivery,2024-11-18
R0002308,O00042688,Quality Issue,2025-08-24
R0002309,O00042726,Wrong Item,2024-12-27
R0002310,O00042729,Damaged Item,2025-12-29
R0002311,O00042746,Size Issue,2025-12-26
R0002312,O00042801,Wrong Item,2024-07-03
R0002313,O00042807,Damaged Item,2025-07-28
R0002314,O00042821,Wrong Item,2025-12-21
R0002315,O00042830,Late Delivery,2026-01-20
R0002316,O00042837,Late Delivery,2026-01-23
R0002317,O00042857,Quality Issue,2024-06-29
R0002318,O00042859,Late Delivery,2024-12-24
R0002319,O00042890,Late Delivery,2025-05-21
R0002320,O00042894,Size Issue,2025-07-09
R0002321,O00042913,Quality Issue,2025-04-19
R0002322,O00042921,Late Delivery,2025-11-26
R0002323,O00042956,Wrong Item,2025-12-18
R0002324,O00042958,Changed Mind,2026-01-03
R0002325,O00042966,Quality Issue,2025-10-17
R0002326,O00043011,Damaged Item,2025-11-04
R0002327,O00043017,Wrong Item,2024-10-31
R0002328,O00043038,Size Issue,2025-09-23
R0002329,O00043042,Late Delivery,2023-08-31
R0002330,O00043090,Quality Issue,2024-12-25
R0002331,O00043144,Late Delivery,2025-08-21
R0002332,O00043152,Wrong Item,2024-12-31
R0002333,O00043157,Changed Mind,2025-07-26
R0002334,O00043173,Changed Mind,2024-08-21
R0002335,O00043203,Changed Mind,2025-07-12
R0002336,O00043217,Size Issue,2026-01-11
R0002337,O00043221,Changed Mind,2025-09-11
R0002338,O00043254,Wrong Item,2025-08-26
R0002339,O00043258,Late Delivery,2025-12-18
R0002340,O00043292,Wrong Item,2025-12-29
R0002341,O00043316,Quality Issue,2025-12-25
R0002342,O00043320,Wrong Item,2026-01-05
R0002343,O00043325,Changed Mind,2025-11-15
R0002344,O00043333,Quality Issue,2025-11-01
R0002345,O00043353,Late Delivery,2025-08-27
R0002346,O00043364,Changed Mind,2025-10-24
R0002347,O00043372,Late Delivery,2025-10-31
R0002348,O00043425,Wrong Item,2026-01-09
R0002349,O00043446,Size Issue,2025-12-16
R0002350,O00043481,Quality Issue,2025-09-20
R0002351,O00043497,Size Issue,2024-03-10
R0002352,O00043507,Changed Mind,2025-09-05
R0002353,O00043564,Wrong Item,2024-03-09
R0002354,O00043571,Quality Issue,2025-06-18
R0002355,O00043578,Size Issue,2026-01-11
R0002356,O00043590,Changed Mind,2024-12-08
R0002357,O00043614,Quality Issue,2025-08-30
R0002358,O00043616,Damaged Item,2024-01-28
R0002359,O00043634,Size Issue,2026-01-16
R0002360,O00043641,Wrong Item,2025-04-15
R0002361,O00043688,Damaged Item,2025-06-18
R0002362,O00043706,Damaged Item,2024-07-25
R0002363,O00043715,Size Issue,2025-06-19
R0002364,O00043718,Damaged Item,2025-11-01
R0002365,O00043723,Changed Mind,2024-01-24
R0002366,O00043753,Wrong Item,2025-12-19
R0002367,O00043754,Quality Issue,2026-01-05
R0002368,O00043766,Wrong Item,2023-09-05
R0002369,O00043789,Size Issue,2025-07-14
R0002370,O00043819,Damaged Item,2025-11-22
R0002371,O00043832,Quality Issue,2025-12-02
R0002372,O00043833,Wrong Item,2025-12-23
R0002373,O00043836,Late Delivery,2025-07-14
R0002374,O00043847,Late Delivery,2025-03-22
R0002375,O00043848,Quality Issue,2025-06-20
R0002376,O00043872,Quality Issue,2025-12-29
R0002377,O00043886,Changed Mind,2025-09-16
R0002378,O00043894,Wrong Item,2025-08-10
R0002379,O00043897,Quality Issue,2024-12-22
R0002380,O00043917,Changed Mind,2025-12-17
R0002381,O00043924,Size Issue,2024-12-09
R0002382,O00044033,Damaged Item,2025-07-13
R0002383,O00044058,Wrong Item,2025-04-29
R0002384,O00044060,Wrong Item,2025-07-06
R0002385,O00044064,Late Delivery,2025-12-02
R0002386,O00044078,Changed Mind,2024-02-12
R0002387,O00044102,Damaged Item,2023-05-19
R0002388,O00044106,Quality Issue,2025-07-07
R0002389,O00044152,Damaged Item,2025-11-23
R0002390,O00044189,Changed Mind,2025-04-05
R0002391,O00044225,Damaged Item,2025-08-27
R0002392,O00044244,Wrong Item,2025-12-05
R0002393,O00044248,Changed Mind,2025-11-04
R0002394,O00044278,Size Issue,2023-11-01
R0002395,O00044309,Damaged Item,2024-05-08
R0002396,O00044342,Late Delivery,2025-12-23
R0002397,O00044345,Wrong Item,2026-01-03
R0002398,O00044362,Late Delivery,2025-11-09
R0002399,O00044370,Quality Issue,2024-12-16
R0002400,O00044381,Quality Issue,2025-12-25
R0002401,O00044393,Changed Mind,2026-01-08
R0002402,O00044402,Changed Mind,2025-03-06
R0002403,O00044451,Quality Issue,2024-11-13
R0002404,O00044466,Late Delivery,2024-01-24
R0002405,O00044494,Quality Issue,2025-08-08
R0002406,O00044497,Changed Mind,2025-10-08
R0002407,O00044502,Quality Issue,2025-09-22
R0002408,O00044521,Changed Mind,2025-10-26
R0002409,O00044560,Wrong Item,2024-11-16
R0002410,O00044590,Late Delivery,2024-12-11
R0002411,O00044595,Quality Issue,2025-11-27
R0002412,O00044605,Size Issue,2025-10-27
R0002413,O00044614,Damaged Item,2025-10-06
R0002414,O00044619,Changed Mind,2025-11-03
R0002415,O00044629,Size Issue,2024-10-07
R0002416,O00044646,Damaged Item,2025-06-08
R0002417,O00044659,Quality Issue,2026-01-10
R0002418,O00044689,Damaged Item,2025-11-16
R0002419,O00044714,Changed Mind,2023-03-08
R0002420,O00044716,Damaged Item,2023-06-07
R0002421,O00044717,Wrong Item,2023-06-30
R0002422,O00044734,Damaged Item,2025-05-06
R0002423,O00044790,Damaged Item,2025-03-05
R0002424,O00044794,Late Delivery,2024-07-11
R0002425,O00044812,Changed Mind,2024-12-06
R0002426,O00044846,Damaged Item,2025-08-22
R0002427,O00044847,Changed Mind,2025-05-21
R0002428,O00044851,Wrong Item,2024-02-09
R0002429,O00044855,Late Delivery,2024-11-03
R0002430,O00044866,Size Issue,2025-12-17
R0002431,O00044919,Wrong Item,2025-11-30
R0002432,O00044933,Quality Issue,2024-12-02
R0002433,O00044934,Quality Issue,2023-05-15
R0002434,O00044959,Quality Issue,2025-11-14
R0002435,O00044981,Changed Mind,2025-06-12
R0002436,O00045027,Wrong Item,2024-03-21
R0002437,O00045068,Wrong Item,2025-12-15
R0002438,O00045085,Changed Mind,2024-05-12
R0002439,O00045113,Wrong Item,2025-07-25
R0002440,O00045198,Size Issue,2025-12-11
R0002441,O00045209,Late Delivery,2025-07-30
R0002442,O00045214,Late Delivery,2025-11-27
R0002443,O00045239,Quality Issue,2024-09-11
R0002444,O00045248,Damaged Item,2025-03-08
R0002445,O00045299,Late Delivery,2024-04-01
R0002446,O00045329,Quality Issue,2025-10-18
R0002447,O00045347,Wrong Item,2025-10-20
R0002448,O00045359,Late Delivery,2025-09-13
R0002449,O00045421,Damaged Item,2024-07-25
R0002450,O00045456,Changed Mind,2025-08-31
R0002451,O00045468,Size Issue,2025-11-22
R0002452,O00045471,Changed Mind,2025-07-23
R0002453,O00045518,Changed Mind,2025-03-05
R0002454,O00045549,Size Issue,2023-08-12
R0002455,O00045551,Late Delivery,2024-01-06
R0002456,O00045554,Changed Mind,2024-04-28
R0002457,O00045598,Damaged Item,2025-08-23
R0002458,O00045601,Changed Mind,2025-11-13
R0002459,O00045610,Changed Mind,2025-11-26
R0002460,O00045622,Wrong Item,2025-11-27
R0002461,O00045627,Damaged Item,2025-04-25
R0002462,O00045657,Wrong Item,2026-01-16
R0002463,O00045668,Size Issue,2025-07-02
R0002464,O00045687,Size Issue,2025-05-03
R0002465,O00045721,Quality Issue,2024-11-27
R0002466,O00045733,Late Delivery,2025-08-06
R0002467,O00045745,Size Issue,2024-02-15
R0002468,O00045751,Damaged Item,2025-12-31
R0002469,O00045760,Late Delivery,2025-01-03
R0002470,O00045770,Late Delivery,2024-10-24
R0002471,O00045791,Damaged Item,2025-09-01
R0002472,O00045792,Late Delivery,2025-09-18
R0002473,O00045809,Wrong Item,2025-12-11
R0002474,O00045828,Changed Mind,2023-11-08
R0002475,O00045834,Late Delivery,2025-12-26
R0002476,O00045850,Wrong Item,2024-02-22
R0002477,O00045855,Changed Mind,2025-09-18
R0002478,O00045879,Quality Issue,2023-06-27
R0002479,O00045886,Wrong Item,2025-03-08
R0002480,O00045893,Wrong Item,2025-03-26
R0002481,O00045916,Quality Issue,2025-06-28
R0002482,O00045936,Quality Issue,2024-08-20
R0002483,O00045940,Late Delivery,2024-11-10
R0002484,O00045945,Late Delivery,2025-12-31
R0002485,O00045955,Changed Mind,2025-05-07
R0002486,O00045958,Changed Mind,2025-03-22
R0002487,O00046007,Damaged Item,2023-12-26
R0002488,O00046044,Changed Mind,2025-10-01
R0002489,O00046079,Damaged Item,2025-08-02
R0002490,O00046080,Size Issue,2025-09-26
R0002491,O00046089,Quality Issue,2025-02-19
R0002492,O00046093,Changed Mind,2026-01-11
R0002493,O00046109,Changed Mind,2024-12-06
R0002494,O00046124,Quality Issue,2024-02-28
R0002495,O00046146,Size Issue,2025-11-28
R0002496,O00046157,Damaged Item,2025-10-14
R0002497,O00046197,Late Delivery,2025-01-10
R0002498,O00046203,Size Issue,2025-11-11
R0002499,O00046227,Late Delivery,2023-11-02
R0002500,O00046229,Size Issue,2024-07-17
R0002501,O00046260,Size Issue,2025-09-20
R0002502,O00046262,Damaged Item,2025-10-24
R0002503,O00046312,Size Issue,2025-08-28
R0002504,O00046346,Late Delivery,2023-06-24
R0002505,O00046376,Size Issue,2025-09-23
R0002506,O00046385,Damaged Item,2025-09-29
R0002507,O00046388,Late Delivery,2024-11-11
R0002508,O00046407,Wrong Item,2025-11-29
R0002509,O00046409,Late Delivery,2025-12-15
R0002510,O00046427,Damaged Item,2025-11-23
R0002511,O00046429,Damaged Item,2024-09-09
R0002512,O00046462,Quality Issue,2025-08-27
R0002513,O00046467,Wrong Item,2025-01-04
R0002514,O00046476,Size Issue,2025-08-06
R0002515,O00046483,Late Delivery,2025-04-20
R0002516,O00046526,Size Issue,2025-01-22
R0002517,O00046537,Quality Issue,2023-12-12
R0002518,O00046544,Late Delivery,2023-09-03
R0002519,O00046566,Quality Issue,2024-06-15
R0002520,O00046586,Size Issue,2026-01-10
R0002521,O00046607,Size Issue,2025-09-25
R0002522,O00046611,Changed Mind,2025-06-05
R0002523,O00046615,Size Issue,2025-12-18
R0002524,O00046641,Wrong Item,2025-11-30
R0002525,O00046686,Size Issue,2024-01-08
R0002526,O00046699,Damaged Item,2025-12-20
R0002527,O00046708,Changed Mind,2025-08-13
R0002528,O00046713,Damaged Item,2025-10-31
R0002529,O00046729,Size Issue,2025-06-15
R0002530,O00046733,Late Delivery,2024-12-06
R0002531,O00046770,Quality Issue,2025-09-01
R0002532,O00046771,Size Issue,2025-12-21
R0002533,O00046803,Size Issue,2025-07-10
R0002534,O00046840,Wrong Item,2025-11-19
R0002535,O00046842,Damaged Item,2024-01-20
R0002536,O00046843,Size Issue,2024-03-23
R0002537,O00046852,Wrong Item,2024-12-31
R0002538,O00046853,Late Delivery,2025-02-12
R0002539,O00046855,Damaged Item,2025-04-20
R0002540,O00046859,Quality Issue,2024-12-30
R0002541,O00046869,Wrong Item,2025-10-29
R0002542,O00046871,Late Delivery,2025-11-11
R0002543,O00046923,Changed Mind,2024-01-22
R0002544,O00046936,Size Issue,2025-12-31
R0002545,O00046952,Size Issue,2026-01-20
R0002546,O00046970,Changed Mind,2025-06-05
R0002547,O00046978,Late Delivery,2024-12-18
R0002548,O00046996,Quality Issue,2025-07-19
R0002549,O00046997,Damaged Item,2025-06-28
R0002550,O00047006,Damaged Item,2026-01-14
R0002551,O00047009,Wrong Item,2024-09-07
R0002552,O00047012,Late Delivery,2023-12-01
R0002553,O00047031,Changed Mind,2026-01-10
R0002554,O00047047,Size Issue,2023-06-09
R0002555,O00047056,Wrong Item,2025-11-09
R0002556,O00047064,Damaged Item,2023-04-17
R0002557,O00047070,Quality Issue,2025-08-14
R0002558,O00047110,Changed Mind,2025-11-06
R0002559,O00047121,Wrong Item,2025-12-20
R0002560,O00047126,Size Issue,2025-10-05
R0002561,O00047128,Size Issue,2024-02-21
R0002562,O00047143,Changed Mind,2025-12-28
R0002563,O00047156,Changed Mind,2026-01-06
R0002564,O00047186,Quality Issue,2025-03-19
R0002565,O00047241,Changed Mind,2025-07-17
R0002566,O00047245,Changed Mind,2024-07-28
R0002567,O00047272,Wrong Item,2024-12-05
R0002568,O00047296,Changed Mind,2025-07-16
R0002569,O00047320,Damaged Item,2025-01-08
R0002570,O00047328,Quality Issue,2025-12-26
R0002571,O00047331,Damaged Item,2025-12-26
