product_id,product_name,category,sub_category,brand,revenue,gross_profit,units_sold,average_discount_pct,profit_margin_pct,revenue_rank,category_revenue_rank
P000680,CraftHaus Decor 0680,Home & Kitchen,Decor,CraftHaus,108790.65,58170.15,1607,0.07,53.47,244,56
P000092,Stride Fitness 0092,Sports,Fitness,Stride,107979.92,48676.32,471,0.07,45.08,245,35
P000488,Luma Footwear 0488,Fashion,Footwear,Luma,107955.73,63703.09,948,0.09,59.01,246,46
P000103,UrbanThread Bags 0103,Fashion,Bags,UrbanThread,107642.68,34650.52,879,0.09,32.19,247,47
P000304,CraftHaus Cookware 0304,Home & Kitchen,Cookware,CraftHaus,106411.72,46382.73,791,0.07,43.59,248,57
P000732,PulseTech Accessories 0732,Electronics,Accessories,PulseTech,106357.57,28992.31,1266,0.07,27.26,249,109
P000094,CraftHaus Appliances 0094,Home & Kitchen,Appliances,CraftHaus,106346.43,28460.1,519,0.08,26.76,250,58
P000651,CraftHaus Appliances 0651,Home & Kitchen,Appliances,CraftHaus,106062.12,31288.52,290,0.07,29.5,251,59
P000656,Luma Footwear 0656,Fashion,Footwear,Luma,104633.51,43755.42,931,0.09,41.82,252,48
P000254,Luma Men Apparel 0254,Fashion,Men Apparel,Luma,103685.39,45041.39,648,0.09,43.44,253,49
P000439,VoltFit Outdoor 0439,Sports,Outdoor,VoltFit,102485.94,47660.04,254,0.08,46.5,254,36
P000071,Walkway Women Apparel 0071,Fashion,Women Apparel,Walkway,102300.28,49182.38,946,0.08,48.08,255,50
P000192,Luma Women Apparel 0192,Fashion,Women Apparel,Luma,101937.82,60367.9,576,0.09,59.22,256,51
P000719,MotionLab Cycling 0719,Sports,Cycling,MotionLab,101709.95,51126.97,322,0.06,50.27,257,37
P000157,NorthStitch Women Apparel 0157,Fashion,Women Apparel,NorthStitch,100597.09,33709.5,1043,0.08,33.51,258,52
P000497,Homely Cookware 0497,Home & Kitchen,Cookware,Homely,100384.85,25979.33,1332,0.07,25.88,259,60
P000232,Kiva Storage 0232,Home & Kitchen,Storage,Kiva,99539.08,35874.08,1750,0.07,36.04,260,61
P000312,CraftHaus Decor 0312,Home & Kitchen,Decor,CraftHaus,99505.96,32405.75,817,0.07,32.57,261,62
P000044,Walkway Footwear 0044,Fashion,Footwear,Walkway,98927.12,50274.2,1026,0.08,50.82,262,53
P000670,Kiva Decor 0670,Home & Kitchen,Decor,Kiva,97857.64,48910.28,1918,0.07,49.98,263,63
P000315,Homely Decor 0315,Home & Kitchen,Decor,Homely,97225.06,32413.48,687,0.07,33.34,264,64
P000099,PulseTech Audio 0099,Electronics,Audio,PulseTech,96810.9,32383.7,536,0.06,33.45,265,110
P000573,Homely Furniture 0573,Home & Kitchen,Furniture,Homely,96685.96,37367.79,257,0.06,38.65,266,65
P000536,Modeva Women Apparel 0536,Fashion,Women Apparel,Modeva,95589.44,50928.46,926,0.08,53.28,267,54
P000134,Walkway Women Apparel 0134,Fashion,Women Apparel,Walkway,94978.47,43018.21,919,0.09,45.29,268,55
P000281,ZenByte Phones 0281,Electronics,Phones,ZenByte,94113.9,25622.58,246,0.07,27.23,269,111
P000697,VoltFit Outdoor 0697,Sports,Outdoor,VoltFit,93309.0,47112.48,732,0.07,50.49,270,38
P000288,Kiva Storage 0288,Home & Kitchen,Storage,Kiva,92584.18,45235.06,1084,0.06,48.86,271,66
P000267,Luma Women Apparel 0267,Fashion,Women Apparel,Luma,91974.5,32024.5,1250,0.09,34.82,272,56
P000698,Citrine Fragrance 0698,Beauty,Fragrance,Citrine,91344.97,40118.41,1008,0.08,43.92,273,2
P000218,ZenByte Accessories 0218,Electronics,Accessories,ZenByte,91123.69,15981.19,750,0.07,17.54,274,112
P000676,Kiva Appliances 0676,Home & Kitchen,Appliances,Kiva,91031.68,44086.88,332,0.07,48.43,275,67
P000694,UrbanThread Footwear 0694,Fashion,Footwear,UrbanThread,91020.31,53864.61,1138,0.08,59.18,276,57
P000746,Kiva Cookware 0746,Home & Kitchen,Cookware,Kiva,90762.9,49611.3,828,0.07,54.66,277,68
P000604,TrailPeak Fitness 0604,Sports,Fitness,TrailPeak,90715.52,28137.68,372,0.07,31.02,278,39
P000164,PulseTech Accessories 0164,Electronics,Accessories,PulseTech,90424.13,21194.13,1204,0.07,23.44,279,113
P000654,NorthStitch Footwear 0654,Fashion,Footwear,NorthStitch,90050.6,31244.7,649,0.09,34.7,280,58
P000492,Stride Team Sports 0492,Sports,Team Sports,Stride,89642.97,48162.27,606,0.07,53.73,281,40
P000179,PuzzleWorks STEM Toys 0179,Toys,STEM Toys,PuzzleWorks,89361.51,43276.44,1041,0.08,48.43,282,1
P000760,Kiva Cookware 0760,Home & Kitchen,Cookware,Kiva,88994.74,41161.18,828,0.08,46.25,283,69
P000253,Elm & Co Cookware 0253,Home & Kitchen,Cookware,Private Label,87823.23,31196.11,916,0.07,35.52,284,70
P000256,MotionLab Outdoor 0256,Sports,Outdoor,MotionLab,87775.84,47640.5,826,0.07,54.28,285,41
P000054,MotionLab Outdoor 0054,Sports,Outdoor,MotionLab,87660.52,36962.97,355,0.06,42.17,286,42
P000545,PulseTech Accessories 0545,Electronics,Accessories,PulseTech,87442.63,19685.08,1373,0.07,22.51,287,114
P000010,CraftHaus Cookware 0010,Home & Kitchen,Cookware,CraftHaus,86440.73,40719.25,577,0.07,47.11,288,71
P000729,Homely Cookware 0729,Home & Kitchen,Cookware,Homely,86376.83,45740.03,1245,0.07,52.95,289,72
P000379,Kiva Furniture 0379,Home & Kitchen,Furniture,Kiva,85788.82,34630.02,308,0.07,40.37,290,73
P000637,VoltFit Outdoor 0637,Sports,Outdoor,VoltFit,85693.22,22242.46,307,0.07,25.96,291,43
P000454,UrbanThread Accessories 0454,Fashion,Accessories,UrbanThread,85506.29,46158.41,2293,0.08,53.98,292,59
P000601,BrightNest Decor 0601,Home & Kitchen,Decor,BrightNest,84957.77,34833.41,897,0.07,41.0,293,74
P000078,ArenaPro Fitness 0078,Sports,Fitness,ArenaPro,83861.5,22996.9,562,0.07,27.42,294,44
P000089,Modeva Men Apparel 0089,Fashion,Men Apparel,Modeva,83606.86,41782.22,572,0.08,49.97,295,60
P000317,BrightNest Cookware 0317,Home & Kitchen,Cookware,BrightNest,83151.64,29620.6,916,0.07,35.62,296,75
P000282,Modeva Men Apparel 0282,Fashion,Men Apparel,Modeva,82008.67,39346.91,1528,0.09,47.98,297,61
P000761,TrailPeak Fitness 0761,Sports,Fitness,TrailPeak,81451.1,28795.59,1081,0.07,35.35,298,45
P000127,Modeva Footwear 0127,Fashion,Footwear,Modeva,81255.53,32290.37,942,0.08,39.74,299,62
P000562,Modeva Women Apparel 0562,Fashion,Women Apparel,Modeva,81074.64,40943.64,588,0.08,50.5,300,63
P000051,NorthStitch Footwear 0051,Fashion,Footwear,NorthStitch,80128.86,43599.15,883,0.09,54.41,301,64
P000436,Walkway Men Apparel 0436,Fashion,Men Apparel,Walkway,78987.09,25652.1,787,0.08,32.48,302,65
P000628,Orbit Audio 0628,Electronics,Audio,Orbit,78193.38,19441.26,644,0.07,24.86,303,115
P000407,Walkway Bags 0407,Fashion,Bags,Walkway,77746.32,33263.58,643,0.08,42.78,304,66
P000365,MotionLab Cycling 0365,Sports,Cycling,MotionLab,77444.99,35258.53,722,0.07,45.53,305,46
P000187,Kiva Decor 0187,Home & Kitchen,Decor,Kiva,77437.14,26907.06,1592,0.07,34.75,306,76
P000017,Glowery Makeup 0017,Beauty,Makeup,Glowery,76779.92,43488.93,1031,0.08,56.64,307,3
P000730,BrightNest Appliances 0730,Home & Kitchen,Appliances,BrightNest,76589.65,27792.07,438,0.07,36.29,308,77
P000102,Stride Fitness 0102,Sports,Fitness,Stride,76486.38,24137.13,939,0.07,31.56,309,47
P000391,BareBloom Haircare 0391,Beauty,Haircare,BareBloom,76024.77,30646.37,866,0.08,40.31,310,4
P000517,UrbanThread Men Apparel 0517,Fashion,Men Apparel,UrbanThread,75997.9,45724.3,2544,0.08,60.17,311,67
P000617,ArenaPro Fitness 0617,Sports,Fitness,ArenaPro,75613.2,17847.6,339,0.08,23.6,312,48
P000131,NorthStitch Men Apparel 0131,Fashion,Men Apparel,NorthStitch,74748.87,26812.95,1054,0.09,35.87,313,68
P000011,Kiva Storage 0011,Home & Kitchen,Storage,Kiva,74575.31,31841.31,1150,0.07,42.7,314,78
P000666,MotionLab Fitness 0666,Sports,Fitness,MotionLab,73626.65,32259.27,431,0.07,43.81,315,49
P000207,Orbit Accessories 0207,Electronics,Accessories,Orbit,72256.67,16237.07,494,0.07,22.47,316,116
P000411,VoltFit Fitness 0411,Sports,Fitness,VoltFit,72177.54,31956.32,481,0.07,44.27,317,50
P000369,Walkway Footwear 0369,Fashion,Footwear,Walkway,71416.63,34815.23,635,0.08,48.75,318,69
P000767,Modeva Bags 0767,Fashion,Bags,Modeva,70625.55,23601.55,800,0.09,33.42,319,70
P000284,Luma Footwear 0284,Fashion,Footwear,Luma,70507.56,37743.96,760,0.09,53.53,320,71
P000739,CraftHaus Decor 0739,Home & Kitchen,Decor,CraftHaus,70407.11,18314.41,710,0.07,26.01,321,79
P000663,Walkway Women Apparel 0663,Fashion,Women Apparel,Walkway,70393.19,23777.26,703,0.09,33.78,322,72
P000013,ArenaPro Outdoor 0013,Sports,Outdoor,ArenaPro,69164.42,28928.96,151,0.07,41.83,323,51
P000076,Modeva Men Apparel 0076,Fashion,Men Apparel,Modeva,69043.23,35398.23,500,0.08,51.27,324,73
P000399,BrightNest Decor 0399,Home & Kitchen,Decor,BrightNest,68929.86,31855.35,657,0.07,46.21,325,80
P000060,PulseTech Accessories 0060,Electronics,Accessories,PulseTech,68348.59,22934.59,841,0.07,33.56,326,117
P000458,CraftHaus Decor 0458,Home & Kitchen,Decor,CraftHaus,68156.34,34221.96,867,0.07,50.21,327,81
P000210,Homely Storage 0210,Home & Kitchen,Storage,Homely,68139.55,28341.55,804,0.07,41.59,328,82
P000228,Glowery Fragrance 0228,Beauty,Fragrance,Glowery,68073.29,37374.73,776,0.09,54.9,329,5
P000035,Homely Cookware 0035,Home & Kitchen,Cookware,Homely,68047.5,17705.01,723,0.07,26.02,330,83
P000781,Modeva Men Apparel 0781,Fashion,Men Apparel,Modeva,67691.44,21777.01,1293,0.09,32.17,331,74
P000482,Modeva Footwear 0482,Fashion,Footwear,Modeva,66615.82,37279.26,629,0.09,55.96,332,75
P000222,CraftHaus Storage 0222,Home & Kitchen,Storage,CraftHaus,66303.36,23189.16,905,0.06,34.97,333,84
P000269,Nexora Audio 0269,Electronics,Audio,Nexora,65786.74,11108.5,432,0.08,16.89,334,118
P000751,Luma Women Apparel 0751,Fashion,Women Apparel,Luma,64917.62,27581.37,1255,0.09,42.49,335,76
P000537,BareBloom Fragrance 0537,Beauty,Fragrance,BareBloom,64680.35,26621.48,489,0.09,41.16,336,6
P000040,VoltFit Outdoor 0040,Sports,Outdoor,VoltFit,64420.16,24862.16,347,0.07,38.59,337,52
P000425,BareBloom Skincare 0425,Beauty,Skincare,BareBloom,64322.31,32579.77,811,0.08,50.65,338,7
P000727,Walkway Women Apparel 0727,Fashion,Women Apparel,Walkway,64255.52,27825.56,434,0.09,43.3,339,77
P000542,Glowery Fragrance 0542,Beauty,Fragrance,Glowery,63924.71,25892.88,503,0.08,40.51,340,8
P000066,Auren Haircare 0066,Beauty,Haircare,Auren,63693.88,39395.32,1144,0.08,61.85,341,9
P000456,Modeva Men Apparel 0456,Fashion,Men Apparel,Modeva,63630.18,31293.72,507,0.09,49.18,342,78
P000190,UrbanThread Footwear 0190,Fashion,Footwear,UrbanThread,63625.37,32871.05,762,0.08,51.66,343,79
P000641,MotionLab Team Sports 0641,Sports,Team Sports,MotionLab,63137.78,28058.12,462,0.07,44.44,344,53
P000036,Walkway Women Apparel 0036,Fashion,Women Apparel,Walkway,63087.33,36646.89,663,0.09,58.09,345,80
P000550,BrightNest Decor 0550,Home & Kitchen,Decor,BrightNest,62977.96,23539.06,729,0.07,37.38,346,85
P000444,UrbanThread Bags 0444,Fashion,Bags,UrbanThread,62921.92,24621.67,669,0.09,39.13,347,81
P000088,Kiva Decor 0088,Home & Kitchen,Decor,Kiva,62893.03,22761.65,1082,0.07,36.19,348,86
P000611,Glowery Fragrance 0611,Beauty,Fragrance,Glowery,62321.91,22074.73,787,0.09,35.42,349,10
P000700,Modeva Footwear 0700,Fashion,Footwear,Modeva,62111.69,30381.75,466,0.09,48.91,350,82
P000476,Modeva Accessories 0476,Fashion,Accessories,Modeva,61682.51,36705.92,1257,0.09,59.51,351,83
P000122,VoltFit Outdoor 0122,Sports,Outdoor,VoltFit,61020.9,17386.96,454,0.07,28.49,352,54
P000216,MotionLab Fitness 0216,Sports,Fitness,MotionLab,60959.3,23525.15,243,0.07,38.59,353,55
P000554,Kidora Outdoor Toys 0554,Toys,Outdoor Toys,Kidora,60372.55,20205.01,497,0.09,33.47,354,2
P000618,NorthStitch Men Apparel 0618,Fashion,Men Apparel,NorthStitch,60338.75,23719.09,539,0.09,39.31,355,84
P000629,BareBloom Haircare 0629,Beauty,Haircare,BareBloom,60023.17,32716.75,969,0.09,54.51,356,11
P000592,Elm & Co Decor 0592,Home & Kitchen,Decor,Elm & Co,59902.09,21958.09,720,0.07,36.66,357,87
P000260,Citrine Skincare 0260,Beauty,Skincare,Citrine,59655.96,21479.22,574,0.08,36.01,358,12
P000030,VoltFit Cycling 0030,Sports,Cycling,VoltFit,59348.2,20248.3,258,0.07,34.12,359,56
P000400,CraftHaus Decor 0400,Home & Kitchen,Decor,CraftHaus,58829.37,22949.37,500,0.07,39.01,360,88
P000286,BrightNest Decor 0286,Home & Kitchen,Decor,BrightNest,58168.6,17185.84,1053,0.07,29.54,361,89
P000638,TrailPeak Fitness 0638,Sports,Fitness,TrailPeak,57826.45,29171.45,550,0.07,50.45,362,57
P000699,Stride Team Sports 0699,Sports,Team Sports,Stride,57319.28,14653.28,1300,0.07,25.56,363,58
P000002,BrightNest Cookware 0002,Home & Kitchen,Cookware,BrightNest,57091.75,28672.63,1062,0.08,50.22,364,90
P000577,PuzzleWorks Outdoor Toys 0577,Toys,Outdoor Toys,PuzzleWorks,57017.37,19868.41,632,0.09,34.85,365,3
P000548,Aster Audio 0548,Electronics,Audio,Aster,56952.73,14794.93,422,0.07,25.98,366,119
P000220,BrightNest Decor 0220,Home & Kitchen,Decor,BrightNest,56759.62,24898.9,408,0.07,43.87,367,91
P000494,Walkway Bags 0494,Fashion,Bags,Walkway,56307.55,31685.61,443,0.09,56.27,368,85
P000775,Nexora Accessories 0775,Electronics,Accessories,Nexora,56246.42,18923.42,754,0.07,33.64,369,120
P000049,MotionLab Fitness 0049,Sports,Fitness,MotionLab,56088.58,18949.14,533,0.07,33.78,370,59
P000669,UrbanThread Bags 0669,Fashion,Bags,UrbanThread,55666.7,28745.66,552,0.09,51.64,371,86
P000048,Luma Men Apparel 0048,Fashion,Men Apparel,Luma,55642.59,27444.26,1051,0.09,49.32,372,87
P000710,BrightNest Decor 0710,Home & Kitchen,Decor,BrightNest,55285.12,19022.08,816,0.07,34.41,373,92
P000735,Nexora Audio 0735,Electronics,Audio,Nexora,54618.09,19218.62,211,0.07,35.19,374,121
P000275,Stride Team Sports 0275,Sports,Team Sports,Stride,54360.37,23389.57,1229,0.07,43.03,375,60
P000450,Citrine Fragrance 0450,Beauty,Fragrance,Citrine,53633.65,31776.43,498,0.08,59.25,376,13
P000401,Luma Women Apparel 0401,Fashion,Women Apparel,Luma,53585.01,17750.02,593,0.09,33.12,377,88
P000417,Aster Audio 0417,Electronics,Audio,Aster,52637.66,8167.02,323,0.08,15.52,378,122
P000189,MotionLab Team Sports 0189,Sports,Team Sports,MotionLab,52266.97,25385.77,540,0.07,48.57,379,61
P000515,Walkway Footwear 0515,Fashion,Footwear,Walkway,52166.69,21253.7,543,0.08,40.74,380,89
P000316,Walkway Men Apparel 0316,Fashion,Men Apparel,Walkway,52071.68,24010.67,501,0.08,46.11,381,90
P000314,Kiva Decor 0314,Home & Kitchen,Decor,Kiva,52034.17,25021.17,908,0.07,48.09,382,93
P000016,Luma Bags 0016,Fashion,Bags,Luma,51966.65,21434.41,424,0.09,41.25,383,91
P000095,Luma Accessories 0095,Fashion,Accessories,Luma,51851.95,17252.19,884,0.08,33.27,384,92
P000068,NorthStitch Women Apparel 0068,Fashion,Women Apparel,NorthStitch,51802.71,29559.06,915,0.09,57.06,385,93
P000589,Walkway Bags 0589,Fashion,Bags,Walkway,51563.85,30999.79,422,0.09,60.12,386,94
P000005,Orbit Audio 0005,Electronics,Audio,Orbit,51364.31,17774.3,237,0.07,34.6,387,123
P000780,BrightPlay Dolls 0780,Toys,Dolls,BrightPlay,51085.81,21772.05,784,0.08,42.62,388,4
P000364,PulseTech Accessories 0364,Electronics,Accessories,PulseTech,50997.74,10667.74,925,0.07,20.92,389,124
P000138,Elm & Co Cookware 0138,Home & Kitchen,Cookware,Elm & Co,50875.2,21845.43,497,0.07,42.94,390,94
P000309,NorthStitch Bags 0309,Fashion,Bags,NorthStitch,50874.71,26258.64,841,0.08,51.61,391,95
P000325,Kidora STEM Toys 0325,Toys,STEM Toys,Kidora,50557.96,17738.8,564,0.08,35.09,392,5
P000421,Stride Team Sports 0421,Sports,Team Sports,Stride,50182.07,19719.11,726,0.07,39.3,393,62
P000755,TrailPeak Fitness 0755,Sports,Fitness,TrailPeak,50161.57,21786.37,210,0.07,43.43,394,63
P000484,Modeva Women Apparel 0484,Fashion,Women Apparel,Modeva,50125.23,19565.23,500,0.08,39.03,395,96
P000113,NorthStitch Women Apparel 0113,Fashion,Women Apparel,NorthStitch,49952.81,30186.57,559,0.08,60.43,396,97
P000434,BrightPlay Outdoor Toys 0434,Toys,Outdoor Toys,BrightPlay,49702.33,24948.73,480,0.09,50.2,397,6
P000674,Stride Fitness 0674,Sports,Fitness,Stride,49262.74,16933.96,438,0.07,34.37,398,64
P000206,Walkway Accessories 0206,Fashion,Accessories,Walkway,49179.94,22574.27,1183,0.08,45.9,399,98
P000547,BrightNest Decor 0547,Home & Kitchen,Decor,BrightNest,49107.21,12372.33,464,0.07,25.19,400,95
P000097,BrightNest Cookware 0097,Home & Kitchen,Cookware,BrightNest,48574.2,23288.28,528,0.06,47.94,401,96
P000349,Glowery Fragrance 0349,Beauty,Fragrance,Glowery,48431.73,25242.96,531,0.09,52.12,402,14
P000145,Homely Decor 0145,Home & Kitchen,Decor,Homely,47768.11,23146.67,496,0.07,48.46,403,97
P000553,Walkway Men Apparel 0553,Fashion,Men Apparel,Walkway,47767.66,25624.12,1086,0.09,53.64,404,99
P000124,Homely Cookware 0124,Home & Kitchen,Cookware,Homely,47252.79,15423.54,555,0.07,32.64,405,98
P000597,MotionLab Fitness 0597,Sports,Fitness,MotionLab,47031.13,14857.55,359,0.07,31.59,406,65
P000507,NorthStitch Accessories 0507,Fashion,Accessories,NorthStitch,46878.38,28547.84,718,0.09,60.9,407,100
P000356,Citrine Haircare 0356,Beauty,Haircare,Citrine,46617.96,26030.07,573,0.08,55.84,408,15
P000203,Elm & Co Cookware 0203,Home & Kitchen,Cookware,Elm & Co,46312.28,13237.1,954,0.07,28.58,409,99
P000661,UrbanThread Footwear 0661,Fashion,Footwear,UrbanThread,46275.17,19735.09,664,0.09,42.65,410,101
P000363,Aster Audio 0363,Electronics,Audio,Aster,46211.52,8973.93,351,0.07,19.42,411,125
P000142,Kiva Storage 0142,Home & Kitchen,Storage,Kiva,46039.09,12912.04,1181,0.07,28.05,412,100
P000289,Citrine Makeup 0289,Beauty,Makeup,Citrine,45848.7,16956.0,738,0.08,36.98,413,16
P000530,UrbanThread Women Apparel 0530,Fashion,Women Apparel,UrbanThread,45725.12,27329.96,359,0.08,59.77,414,102
P000480,CraftHaus Appliances 0480,Home & Kitchen,Appliances,CraftHaus,45603.16,17586.82,187,0.07,38.56,415,101
P000237,CraftHaus Decor 0237,Home & Kitchen,Decor,CraftHaus,45296.49,23149.47,434,0.07,51.11,416,102
P000504,Elm & Co Storage 0504,Home & Kitchen,Storage,Elm & Co,45103.28,23765.6,364,0.07,52.69,417,103
P000778,Luma Women Apparel 0778,Fashion,Women Apparel,Luma,45078.35,27352.33,863,0.08,60.68,418,103
P000184,UrbanThread Men Apparel 0184,Fashion,Men Apparel,UrbanThread,45005.08,16689.88,408,0.08,37.08,419,104
P000571,NorthStitch Accessories 0571,Fashion,Accessories,NorthStitch,44372.68,25869.52,1227,0.08,58.3,420,105
P000412,MotionLab Cycling 0412,Sports,Cycling,MotionLab,44271.3,13645.58,236,0.07,30.82,421,66
P000461,Silka Skincare 0461,Beauty,Skincare,Silka,43867.33,16267.26,461,0.08,37.08,422,17
P000686,Luma Women Apparel 0686,Fashion,Women Apparel,Luma,43602.76,21315.76,380,0.09,48.89,423,106
P000213,Modeva Accessories 0213,Fashion,Accessories,Modeva,43592.1,14831.61,1089,0.08,34.02,424,107
P000622,CraftHaus Decor 0622,Home & Kitchen,Decor,CraftHaus,43465.05,13360.95,558,0.07,30.74,425,104
P000344,Auren Makeup 0344,Beauty,Makeup,Auren,43183.91,14456.09,1089,0.08,33.48,426,18
P000791,Luma Women Apparel 0791,Fashion,Women Apparel,Luma,43171.32,17518.2,372,0.09,40.58,427,108
P000374,Luma Accessories 0374,Fashion,Accessories,Luma,43139.05,22714.9,1107,0.09,52.66,428,109
P000675,Glowery Haircare 0675,Beauty,Haircare,Glowery,43114.86,14329.86,505,0.08,33.24,429,19
P000427,Modeva Bags 0427,Fashion,Bags,Modeva,42950.42,21605.84,841,0.08,50.3,430,110
P000338,MotionLab Outdoor 0338,Sports,Outdoor,MotionLab,42461.32,20516.14,134,0.06,48.32,431,67
P000753,Walkway Footwear 0753,Fashion,Footwear,Walkway,42387.05,23399.25,545,0.09,55.2,432,111
P000620,PulseTech Audio 0620,Electronics,Audio,PulseTech,41840.35,13865.65,390,0.07,33.14,433,126
P000375,PulseTech Accessories 0375,Electronics,Accessories,PulseTech,41830.88,13665.08,628,0.07,32.67,434,127
P000182,Kidora STEM Toys 0182,Toys,STEM Toys,Kidora,39566.07,14042.34,369,0.09,35.49,435,7
P000578,Silka Haircare 0578,Beauty,Haircare,Silka,39217.9,24053.08,666,0.08,61.33,436,20
P000481,CraftHaus Decor 0481,Home & Kitchen,Decor,CraftHaus,38994.5,17159.46,1142,0.07,44.0,437,105
P000453,VoltFit Outdoor 0453,Sports,Outdoor,VoltFit,38953.18,16344.7,222,0.08,41.96,438,68
P000538,Luma Accessories 0538,Fashion,Accessories,Luma,38596.16,17802.2,1068,0.08,46.12,439,112
P000496,Glowery Haircare 0496,Beauty,Haircare,Glowery,38378.75,15158.41,506,0.08,39.5,440,21
P000557,NorthStitch Accessories 0557,Fashion,Accessories,NorthStitch,38231.91,18569.91,1160,0.08,48.57,441,113
P000470,BrightNest Decor 0470,Home & Kitchen,Decor,BrightNest,37587.97,19393.05,788,0.07,51.59,442,106
P000351,BareBloom Skincare 0351,Beauty,Skincare,BareBloom,37370.76,17623.56,440,0.08,47.16,443,22
P000034,BrightNest Decor 0034,Home & Kitchen,Decor,BrightNest,37066.37,17537.67,487,0.06,47.31,444,107
P000339,Orbit Accessories 0339,Electronics,Accessories,Orbit,36746.45,7669.1,447,0.07,20.87,445,128
P000763,Nexora Accessories 0763,Electronics,Accessories,Nexora,36569.54,9320.5,494,0.07,25.49,446,129
P000600,Auren Makeup 0600,Beauty,Makeup,Auren,35748.6,12140.91,499,0.08,33.96,447,23
P000598,Citrine Haircare 0598,Beauty,Haircare,Citrine,35483.24,20544.44,633,0.09,57.9,448,24
P000147,UrbanThread Footwear 0147,Fashion,Footwear,UrbanThread,35286.24,12726.24,470,0.09,36.07,449,114
P000615,NorthStitch Accessories 0615,Fashion,Accessories,NorthStitch,35240.17,18752.65,588,0.08,53.21,450,115
P000082,Kiva Storage 0082,Home & Kitchen,Storage,Kiva,34947.9,15682.05,1809,0.07,44.87,451,108
P000682,Modeva Bags 0682,Fashion,Bags,Modeva,34862.58,15475.94,364,0.09,44.39,452,116
P000296,BrightPlay Outdoor Toys 0296,Toys,Outdoor Toys,BrightPlay,34771.07,13479.59,441,0.08,38.77,453,8
P000348,NorthStitch Women Apparel 0348,Fashion,Women Apparel,NorthStitch,34736.41,12050.49,568,0.07,34.69,454,117
P000278,Elm & Co Storage 0278,Home & Kitchen,Storage,Elm & Co,34253.75,11724.5,475,0.07,34.23,455,109
P000499,CraftHaus Storage 0499,Home & Kitchen,Storage,CraftHaus,34226.99,11299.91,1452,0.07,33.01,456,110
P000712,Stride Team Sports 0712,Sports,Team Sports,Stride,34204.26,13852.26,300,0.07,40.5,457,69
P000072,Elm & Co Storage 0072,Home & Kitchen,Storage,Elm & Co,34147.46,16931.36,666,0.07,49.58,458,111
P000757,Walkway Men Apparel 0757,Fashion,Men Apparel,Walkway,33723.35,20733.8,445,0.09,61.48,459,118
P000353,BareBloom Fragrance 0353,Beauty,Fragrance,BareBloom,33660.24,18282.4,536,0.09,54.31,460,25
P000587,NorthStitch Women Apparel 0587,Fashion,Women Apparel,NorthStitch,33394.14,14506.15,899,0.08,43.44,461,119
P000186,VoltFit Fitness 0186,Sports,Fitness,VoltFit,33217.25,13688.81,218,0.07,41.21,462,70
P000783,Kiva Cookware 0783,Home & Kitchen,Cookware,Kiva,33115.36,10039.86,266,0.05,30.32,463,112
P000330,Walkway Accessories 0330,Fashion,Accessories,Walkway,32913.51,19488.03,558,0.09,59.21,464,120
P000433,VoltFit Team Sports 0433,Sports,Team Sports,VoltFit,32646.36,16489.8,354,0.08,50.51,465,71
P000311,Elm & Co Decor 0311,Home & Kitchen,Decor,Elm & Co,32451.26,10427.19,1014,0.07,32.13,466,113
P000215,VoltFit Outdoor 0215,Sports,Outdoor,VoltFit,32410.83,15963.96,333,0.07,49.26,467,72
P000245,Auren Haircare 0245,Beauty,Haircare,Auren,32322.76,19381.06,537,0.08,59.96,468,26
P000796,UrbanThread Accessories 0796,Fashion,Accessories,UrbanThread,32319.83,11763.84,637,0.08,36.4,469,121
P000750,Kidora Board Games 0750,Toys,Board Games,Kidora,32087.7,14877.55,492,0.09,46.37,470,9
P000608,Orbit Accessories 0608,Electronics,Accessories,Orbit,32013.99,5513.79,580,0.07,17.22,471,130
P000118,Stride Team Sports 0118,Sports,Team Sports,Stride,31998.31,16000.35,706,0.07,50.0,472,73
P000310,Orbit Accessories 0310,Electronics,Accessories,Orbit,31749.1,9350.64,1151,0.07,29.45,473,131
P000455,Nexora Accessories 0455,Electronics,Accessories,Nexora,31714.22,6073.7,438,0.07,19.15,474,132
P000788,Luma Men Apparel 0788,Fashion,Men Apparel,Luma,31537.38,12943.35,637,0.08,41.04,475,122
P000132,GreenFarm Snacks 0132,Grocery,Snacks,GreenFarm,31449.59,15428.06,1323,0.07,49.06,476,1
P000121,Glowery Skincare 0121,Beauty,Skincare,Glowery,31256.23,11646.73,510,0.09,37.26,477,27
P000372,NorthStitch Women Apparel 0372,Fashion,Women Apparel,NorthStitch,31161.38,17381.38,520,0.09,55.78,478,123
P000079,Auren Makeup 0079,Beauty,Makeup,Auren,31085.4,16075.44,642,0.09,51.71,479,28
P000033,Modeva Women Apparel 0033,Fashion,Women Apparel,Modeva,31031.49,17315.97,471,0.09,55.8,480,124
P000026,Luma Accessories 0026,Fashion,Accessories,Luma,30688.75,16175.17,867,0.08,52.71,481,125
P000266,Walkway Men Apparel 0266,Fashion,Men Apparel,Walkway,30611.86,17302.54,563,0.09,56.52,482,126
P000176,Orbit Accessories 0176,Electronics,Accessories,Orbit,30571.2,7883.23,449,0.07,25.79,483,133
P000687,Kiva Cookware 0687,Home & Kitchen,Cookware,Kiva,30570.42,12998.01,333,0.07,42.52,484,114
