category,product_id,product_name,revenue,gross_profit,revenue_rank_in_category,profit_rank_in_category
Fashion,P000401,Luma Women Apparel 0401,53585.01,17750.02,88,112
Fashion,P000515,Walkway Footwear 0515,52166.69,21253.7,89,104
Fashion,P000316,Walkway Men Apparel 0316,52071.68,24010.67,90,93
Fashion,P000016,Luma Bags 0016,51966.65,21434.41,91,102
Fashion,P000095,Luma Accessories 0095,51851.95,17252.19,92,117
Fashion,P000068,NorthStitch Women Apparel 0068,51802.71,29559.06,93,79
Fashion,P000589,Walkway Bags 0589,51563.85,30999.79,94,76
Fashion,P000309,NorthStitch Bags 0309,50874.71,26258.64,95,88
Fashion,P000484,Modeva Women Apparel 0484,50125.23,19565.23,96,107
Fashion,P000113,NorthStitch Women Apparel 0113,49952.81,30186.57,97,78
Fashion,P000206,Walkway Accessories 0206,49179.94,22574.27,98,99
Fashion,P000553,Walkway Men Apparel 0553,47767.66,25624.12,99,91
Fashion,P000507,NorthStitch Accessories 0507,46878.38,28547.84,100,81
Fashion,P000661,UrbanThread Footwear 0661,46275.17,19735.09,101,106
Fashion,P000530,UrbanThread Women Apparel 0530,45725.11,27329.95,102,86
Fashion,P000778,Luma Women Apparel 0778,45078.35,27352.33,103,85
Fashion,P000184,UrbanThread Men Apparel 0184,45005.08,16689.88,104,118
Fashion,P000571,NorthStitch Accessories 0571,44372.68,25869.52,105,89
Fashion,P000686,Luma Women Apparel 0686,43602.76,21315.76,106,103
Fashion,P000213,Modeva Accessories 0213,43592.1,14831.61,107,122
Fashion,P000791,Luma Women Apparel 0791,43171.32,17518.2,108,113
Fashion,P000374,Luma Accessories 0374,43139.05,22714.9,109,98
Fashion,P000427,Modeva Bags 0427,42950.42,21605.84,110,101
Fashion,P000753,Walkway Footwear 0753,42387.05,23399.25,111,97
Fashion,P000538,Luma Accessories 0538,38596.16,17802.2,112,111
Fashion,P000557,NorthStitch Accessories 0557,38231.91,18569.91,113,110
Fashion,P000147,UrbanThread Footwear 0147,35286.24,12726.24,114,128
Fashion,P000615,NorthStitch Accessories 0615,35240.17,18752.65,115,109
Fashion,P000682,Modeva Bags 0682,34862.58,15475.94,116,121
Fashion,P000348,NorthStitch Women Apparel 0348,34736.41,12050.49,117,131
Fashion,P000757,Walkway Men Apparel 0757,33723.35,20733.8,118,105
Fashion,P000587,NorthStitch Women Apparel 0587,33394.14,14506.15,119,123
Fashion,P000330,Walkway Accessories 0330,32913.51,19488.03,120,108
Fashion,P000796,UrbanThread Accessories 0796,32319.83,11763.84,121,132
Fashion,P000788,Luma Men Apparel 0788,31537.38,12943.35,122,127
Fashion,P000372,NorthStitch Women Apparel 0372,31161.38,17381.38,123,114
Fashion,P000033,Modeva Women Apparel 0033,31031.49,17315.97,124,115
Fashion,P000026,Luma Accessories 0026,30688.75,16175.17,125,120
Fashion,P000266,Walkway Men Apparel 0266,30611.86,17302.54,126,116
Fashion,P000752,Walkway Men Apparel 0752,29989.15,13947.95,127,124
Fashion,P000693,Modeva Men Apparel 0693,29104.52,13556.78,128,126
Fashion,P000277,UrbanThread Men Apparel 0277,28915.53,13797.42,129,125
Fashion,P000475,NorthStitch Bags 0475,26484.58,9321.98,130,137
Fashion,P000793,Luma Men Apparel 0793,26465.34,16267.22,131,119
Fashion,P000199,Luma Men Apparel 0199,24131.14,11070.88,132,133
Fashion,P000464,Luma Men Apparel 0464,23387.78,10596.34,133,134
Fashion,P000756,NorthStitch Men Apparel 0756,22310.46,12473.1,134,130
Fashion,P000323,Luma Men Apparel 0323,21536.25,12500.1,135,129
Fashion,P000225,UrbanThread Accessories 0225,20456.45,9500.06,136,136
Fashion,P000146,UrbanThread Accessories 0146,19941.47,9864.59,137,135
Fashion,P000171,Modeva Accessories 0171,16880.96,7660.76,138,139
Fashion,P000644,Luma Footwear 0644,14587.02,7722.48,139,138
Fashion,P000580,Modeva Men Apparel 0580,13521.85,6339.13,140,140
Fashion,P000539,NorthStitch Accessories 0539,8062.79,4402.31,141,141
Fashion,P000173,NorthStitch Accessories 0173,7590.04,3024.25,142,142
Grocery,P000132,GreenFarm Snacks 0132,31449.59,15428.06,1,1
Grocery,P000711,DailyBite Organic 0711,27712.83,10487.37,2,4
Grocery,P000468,GreenFarm Beverages 0468,27087.06,13436.08,3,2
Grocery,P000431,HarvestLane Organic 0431,24845.86,9362.96,4,5
Grocery,P000386,GreenFarm Pantry 0386,23282.44,12228.04,5,3
Grocery,P000585,DailyBite Pantry 0585,19682.76,9111.61,6,6
Grocery,P000765,GreenFarm Pantry 0765,19145.2,7723.21,7,8
Grocery,P000405,Freshly Beverages 0405,16733.44,7074.44,8,10
Grocery,P000782,Freshly Pantry 0782,16505.78,5906.62,9,12
Grocery,P000447,GreenFarm Pantry 0447,16483.19,4737.47,10,21
Grocery,P000023,GreenFarm Organic 0023,15982.63,8262.12,11,7
Grocery,P000100,GreenFarm Organic 0100,15070.67,7487.57,12,9
Grocery,P000614,Freshly Beverages 0614,14427.97,4623.37,13,22
Grocery,P000235,HarvestLane Organic 0235,14398.52,4382.92,14,24
Grocery,P000006,GreenFarm Organic 0006,12676.98,4956.6,15,18
Grocery,P000219,HarvestLane Pantry 0219,12317.37,5949.45,16,11
Grocery,P000382,Freshly Pantry 0382,12291.72,3392.22,17,29
Grocery,P000174,GreenFarm Pantry 0174,12177.24,4963.8,18,17
Grocery,P000463,GreenFarm Pantry 0463,11902.17,5587.71,19,14
Grocery,P000503,DailyBite Snacks 0503,11775.9,4278.9,20,26
Grocery,P000137,HarvestLane Organic 0137,11401.31,3611.31,21,28
Grocery,P000361,DailyBite Pantry 0361,11282.37,4781.33,22,20
Grocery,P000342,DailyBite Organic 0342,10935.26,5729.26,23,13
Grocery,P000202,HarvestLane Beverages 0202,10579.63,4854.87,24,19
Grocery,P000599,HarvestLane Snacks 0599,10257.81,5345.21,25,15
Grocery,P000758,GreenFarm Organic 0758,9892.67,3325.91,26,32
Grocery,P000347,GreenFarm Beverages 0347,9836.29,5300.92,27,16
Grocery,P000226,DailyBite Pantry 0226,9296.75,2332.07,28,42
Grocery,P000527,Freshly Organic 0527,9269.83,2691.59,29,37
Grocery,P000320,GreenFarm Beverages 0320,9021.15,2440.85,30,41
Grocery,P000224,Freshly Snacks 0224,8953.39,4374.01,31,25
Grocery,P000104,Freshly Beverages 0104,8940.24,3762.53,32,27
Grocery,P000591,Freshly Beverages 0591,8635.8,2779.32,33,36
Grocery,P000377,Freshly Beverages 0377,8537.83,3030.96,34,34
Grocery,P000528,Freshly Pantry 0528,8286.54,4530.84,35,23
Grocery,P000673,HarvestLane Organic 0673,8086.12,3389.72,36,30
Grocery,P000457,HarvestLane Snacks 0457,8056.92,3358.17,37,31
Grocery,P000541,Freshly Snacks 0541,8022.27,2547.04,38,38
Grocery,P000265,GreenFarm Organic 0265,7117.28,2159.75,39,43
Grocery,P000605,HarvestLane Organic 0605,6835.61,3195.82,40,33
Grocery,P000191,Freshly Pantry 0191,6740.3,2847.74,41,35
Grocery,P000631,GreenFarm Pantry 0631,6446.44,1856.44,42,48
Grocery,P000162,DailyBite Snacks 0162,6172.53,1622.13,43,52
Grocery,P000340,HarvestLane Snacks 0340,5973.36,2155.92,44,44
Grocery,P000410,HarvestLane Pantry 0410,5273.14,1957.94,45,46
Grocery,P000625,HarvestLane Beverages 0625,5172.63,1951.83,46,47
Grocery,P000388,HarvestLane Beverages 0388,5046.21,2535.28,47,39
Grocery,P000544,GreenFarm Beverages 0544,5038.01,1571.75,48,54
Grocery,P000012,DailyBite Snacks 0012,4791.59,1736.59,49,49
Grocery,P000420,HarvestLane Beverages 0420,4720.4,2510.72,50,40
Grocery,P000724,Freshly Snacks 0724,4639.59,1609.35,51,53
Grocery,P000720,Freshly Organic 0720,4626.32,1262.34,52,56
Grocery,P000143,HarvestLane Pantry 0143,4566.53,1192.53,53,60
Grocery,P000170,DailyBite Pantry 0170,4456.17,1231.81,54,57
Grocery,P000668,HarvestLane Pantry 0668,4452.22,1649.24,55,51
Grocery,P000178,HarvestLane Pantry 0178,4379.27,1117.72,56,63
Grocery,P000613,HarvestLane Pantry 0613,3919.53,1211.6,57,59
Grocery,P000297,DailyBite Organic 0297,3907.23,1189.93,58,61
Grocery,P000688,DailyBite Organic 0688,3882.33,2023.88,59,45
Grocery,P000032,Freshly Pantry 0032,3880.95,1097.07,60,65
Grocery,P000321,HarvestLane Snacks 0321,3436.49,1654.22,61,50
Grocery,P000623,GreenFarm Beverages 0623,3289.39,1226.27,62,58
Grocery,P000293,DailyBite Pantry 0293,3253.43,918.07,63,66
Grocery,P000785,HarvestLane Beverages 0785,2712.99,1339.89,64,55
Grocery,P000233,GreenFarm Pantry 0233,2693.67,1188.32,65,62
Grocery,P000677,GreenFarm Snacks 0677,2310.7,1104.42,66,64
Grocery,P000402,DailyBite Beverages 0402,2171.17,646.37,67,67
Home & Kitchen,P000107,CraftHaus Furniture 0107,1347149.93,470414.88,1,2
Home & Kitchen,P000248,CraftHaus Furniture 0248,1318380.46,650690.58,2,1
Home & Kitchen,P000509,CraftHaus Furniture 0509,913643.42,442953.99,3,4
Home & Kitchen,P000472,BrightNest Furniture 0472,890460.35,463664.65,4,3
Home & Kitchen,P000584,CraftHaus Appliances 0584,743994.52,295603.52,5,7
Home & Kitchen,P000624,BrightNest Furniture 0624,740183.43,306236.19,6,6
Home & Kitchen,P000626,BrightNest Furniture 0626,727869.84,217546.62,7,9
Home & Kitchen,P000307,Kiva Furniture 0307,724359.11,393657.26,8,5
Home & Kitchen,P000038,Elm & Co Furniture 0038,696975.2,175807.15,9,14
Home & Kitchen,P000487,Homely Furniture 0487,622631.42,210834.26,10,11
Home & Kitchen,P000306,Kiva Furniture 0306,582274.05,213819.23,11,10
Home & Kitchen,P000378,Kiva Furniture 0378,549964.22,165993.1,12,15
Home & Kitchen,P000551,Kiva Furniture 0551,508245.37,185052.43,13,13
Home & Kitchen,P000047,Elm & Co Furniture 0047,490249.14,230052.58,14,8
Home & Kitchen,P000486,BrightNest Furniture 0486,390855.1,120572.66,15,24
Home & Kitchen,P000249,BrightNest Furniture 0249,389244.69,186674.49,16,12
Home & Kitchen,P000385,Kiva Appliances 0385,375431.33,103635.73,17,29
Home & Kitchen,P000678,BrightNest Appliances 0678,366198.21,111955.12,18,27
Home & Kitchen,P000027,Kiva Furniture 0027,362164.92,152887.46,19,19
Home & Kitchen,P000740,Homely Furniture 0740,337650.84,162056.24,20,16
Home & Kitchen,P000057,BrightNest Furniture 0057,312419.39,146857.07,21,20
Home & Kitchen,P000533,CraftHaus Appliances 0533,300027.73,153115.79,22,18
Home & Kitchen,P000610,CraftHaus Furniture 0610,299183.66,142146.78,23,21
Home & Kitchen,P000384,Elm & Co Furniture 0384,292351.25,158070.21,24,17
Home & Kitchen,P000062,BrightNest Furniture 0062,263600.6,71242.07,25,37
Home & Kitchen,P000111,Elm & Co Cookware 0111,262672.23,136739.03,26,22
Home & Kitchen,P000276,Kiva Furniture 0276,260195.63,128301.43,27,23
Home & Kitchen,P000522,Elm & Co Cookware 0522,259339.83,89122.23,28,32
Home & Kitchen,P000745,CraftHaus Furniture 0745,250736.85,63727.89,29,41
Home & Kitchen,P000355,Elm & Co Cookware 0355,250640.29,88740.69,30,33
Home & Kitchen,P000359,Elm & Co Appliances 0359,240129.77,112396.97,31,26
Home & Kitchen,P000141,Homely Furniture 0141,232942.25,63826.82,32,40
Home & Kitchen,P000373,Kiva Appliances 0373,231808.85,85768.55,33,34
Home & Kitchen,P000748,Elm & Co Furniture 0748,229577.12,95556.41,34,30
Home & Kitchen,P000183,BrightNest Appliances 0183,222889.95,94872.15,35,31
Home & Kitchen,P000015,BrightNest Furniture 0015,219309.28,113917.84,36,25
Home & Kitchen,P000721,Kiva Cookware 0721,204915.51,106303.01,37,28
Home & Kitchen,P000648,Elm & Co Furniture 0648,199020.69,63590.23,38,42
Home & Kitchen,P000560,Homely Furniture 0560,192030.76,49822.39,39,52
Home & Kitchen,P000526,Homely Cookware 0526,178293.56,65742.44,40,39
Home & Kitchen,P000581,BrightNest Furniture 0581,171567.11,77699.51,41,35
Home & Kitchen,P000022,BrightNest Appliances 0022,171435.84,47494.88,42,55
Home & Kitchen,P000172,Homely Appliances 0172,163394.11,55902.67,43,45
Home & Kitchen,P000250,Kiva Appliances 0250,153102.49,71464.42,44,36
Home & Kitchen,P000438,BrightNest Appliances 0438,149414.67,55033.5,45,46
Home & Kitchen,P000576,Homely Decor 0576,149220.31,41601.19,46,61
Home & Kitchen,P000634,Elm & Co Appliances 0634,138957.73,54168.93,47,48
Home & Kitchen,P000558,Elm & Co Appliances 0558,136357.21,53765.19,48,49
Home & Kitchen,P000734,Homely Storage 0734,133895.92,49866.52,49,51
Home & Kitchen,P000119,BrightNest Furniture 0119,133313.52,71026.02,50,38
Home & Kitchen,P000546,Elm & Co Cookware 0546,120987.34,42178.47,51,60
Home & Kitchen,P000366,Homely Cookware 0366,116432.79,54488.27,52,47
Home & Kitchen,P000792,Elm & Co Decor 0792,115221.74,61785.74,53,43
Home & Kitchen,P000093,BrightNest Appliances 0093,114869.91,40971.51,54,63
Home & Kitchen,P000126,Kiva Decor 0126,113390.57,49947.7,55,50
Home & Kitchen,P000680,CraftHaus Decor 0680,108790.65,58170.15,56,44
Home & Kitchen,P000304,CraftHaus Cookware 0304,106411.72,46382.73,57,56
Home & Kitchen,P000094,CraftHaus Appliances 0094,106346.43,28460.1,58,78
Home & Kitchen,P000651,CraftHaus Appliances 0651,106062.12,31288.52,59,74
Home & Kitchen,P000497,Homely Cookware 0497,100384.85,25979.33,60,82
Home & Kitchen,P000232,Kiva Storage 0232,99539.08,35874.08,61,66
Home & Kitchen,P000312,CraftHaus Decor 0312,99505.96,32405.75,62,71
Home & Kitchen,P000670,Kiva Decor 0670,97857.65,48910.29,63,54
Home & Kitchen,P000315,Homely Decor 0315,97225.06,32413.48,64,70
Home & Kitchen,P000573,Homely Furniture 0573,96685.96,37367.79,65,65
Home & Kitchen,P000288,Kiva Storage 0288,92584.18,45235.06,66,58
Home & Kitchen,P000676,Kiva Appliances 0676,91031.68,44086.88,67,59
Home & Kitchen,P000746,Kiva Cookware 0746,90762.9,49611.3,68,53
Home & Kitchen,P000760,Kiva Cookware 0760,88994.74,41161.18,69,62
Home & Kitchen,P000253,Elm & Co Cookware 0253,87823.23,31196.11,70,75
Home & Kitchen,P000010,CraftHaus Cookware 0010,86440.73,40719.25,71,64
Home & Kitchen,P000729,Homely Cookware 0729,86376.83,45740.03,72,57
Home & Kitchen,P000379,Kiva Furniture 0379,85788.82,34630.02,73,68
Home & Kitchen,P000601,BrightNest Decor 0601,84957.77,34833.41,74,67
Home & Kitchen,P000317,BrightNest Cookware 0317,83151.64,29620.6,75,76
Home & Kitchen,P000187,Kiva Decor 0187,77437.14,26907.06,76,81
Home & Kitchen,P000730,BrightNest Appliances 0730,76589.65,27792.07,77,80
Home & Kitchen,P000011,Kiva Storage 0011,74575.31,31841.31,78,73
Home & Kitchen,P000739,CraftHaus Decor 0739,70407.11,18314.41,79,97
Home & Kitchen,P000399,BrightNest Decor 0399,68929.86,31855.35,80,72
Home & Kitchen,P000458,CraftHaus Decor 0458,68156.34,34221.96,81,69
Home & Kitchen,P000210,Homely Storage 0210,68139.55,28341.55,82,79
Home & Kitchen,P000035,Homely Cookware 0035,68047.5,17705.01,83,98
Home & Kitchen,P000222,CraftHaus Storage 0222,66303.36,23189.16,84,88
Home & Kitchen,P000550,BrightNest Decor 0550,62977.96,23539.06,85,86
Home & Kitchen,P000088,Kiva Decor 0088,62893.03,22761.65,86,92
Home & Kitchen,P000592,Elm & Co Decor 0592,59902.09,21958.09,87,93
Home & Kitchen,P000400,CraftHaus Decor 0400,58829.37,22949.37,88,91
Home & Kitchen,P000286,BrightNest Decor 0286,58168.6,17185.84,89,101
Home & Kitchen,P000002,BrightNest Cookware 0002,57091.75,28672.63,90,77
Home & Kitchen,P000220,BrightNest Decor 0220,56759.62,24898.9,91,84
Home & Kitchen,P000710,BrightNest Decor 0710,55285.12,19022.08,92,96
Home & Kitchen,P000314,Kiva Decor 0314,52034.17,25021.17,93,83
Home & Kitchen,P000138,Elm & Co Cookware 0138,50875.2,21845.43,94,94
Home & Kitchen,P000547,BrightNest Decor 0547,49107.21,12372.33,95,111
Home & Kitchen,P000097,BrightNest Cookware 0097,48574.2,23288.28,96,87
Home & Kitchen,P000145,Homely Decor 0145,47768.11,23146.67,97,90
Home & Kitchen,P000124,Homely Cookware 0124,47252.79,15423.54,98,105
Home & Kitchen,P000203,Elm & Co Cookware 0203,46312.28,13237.1,99,107
Home & Kitchen,P000142,Kiva Storage 0142,46039.09,12912.04,100,109
Home & Kitchen,P000480,CraftHaus Appliances 0480,45603.16,17586.82,101,99
Home & Kitchen,P000237,CraftHaus Decor 0237,45296.49,23149.47,102,89
Home & Kitchen,P000504,Elm & Co Storage 0504,45103.28,23765.6,103,85
Home & Kitchen,P000622,CraftHaus Decor 0622,43465.05,13360.95,104,106
Home & Kitchen,P000481,CraftHaus Decor 0481,38994.5,17159.46,105,102
Home & Kitchen,P000470,BrightNest Decor 0470,37587.97,19393.05,106,95
Home & Kitchen,P000034,BrightNest Decor 0034,37066.37,17537.67,107,100
Home & Kitchen,P000082,Kiva Storage 0082,34947.9,15682.05,108,104
Home & Kitchen,P000278,Elm & Co Storage 0278,34253.75,11724.5,109,114
Home & Kitchen,P000499,CraftHaus Storage 0499,34226.99,11299.91,110,117
Home & Kitchen,P000072,Elm & Co Storage 0072,34147.46,16931.36,111,103
Home & Kitchen,P000783,Kiva Cookware 0783,33115.36,10039.86,112,120
Home & Kitchen,P000311,Elm & Co Decor 0311,32451.26,10427.19,113,119
Home & Kitchen,P000687,Kiva Cookware 0687,30570.42,12998.01,114,108
Home & Kitchen,P000041,Homely Decor 0041,30406.91,11077.94,115,118
Home & Kitchen,P000569,CraftHaus Storage 0569,29456.6,7857.36,116,127
Home & Kitchen,P000070,CraftHaus Storage 0070,29052.45,11887.86,117,113
Home & Kitchen,P000177,CraftHaus Cookware 0177,28907.87,9023.67,118,126
Home & Kitchen,P000709,Homely Storage 0709,27280.59,9363.45,119,125
Home & Kitchen,P000722,BrightNest Storage 0722,25430.65,9672.17,120,122
Home & Kitchen,P000166,CraftHaus Cookware 0166,24412.37,12241.25,121,112
Home & Kitchen,P000786,CraftHaus Decor 0786,24123.89,12841.13,122,110
Home & Kitchen,P000684,CraftHaus Storage 0684,23302.95,9832.32,123,121
Home & Kitchen,P000754,CraftHaus Decor 0754,22783.36,9463.56,124,123
Home & Kitchen,P000660,BrightNest Decor 0660,22599.8,11531.05,125,115
Home & Kitchen,P000322,Homely Cookware 0322,21915.43,11486.48,126,116
Home & Kitchen,P000477,Homely Decor 0477,21270.69,9431.39,127,124
Home & Kitchen,P000471,Elm & Co Storage 0471,21263.53,6023.29,128,129
Home & Kitchen,P000149,CraftHaus Decor 0149,21080.35,7769.51,129,128
Home & Kitchen,P000396,Elm & Co Decor 0396,16546.0,5629.04,130,130
Home & Kitchen,P000090,Kiva Decor 0090,11300.52,4861.37,131,131
Home & Kitchen,P000500,Homely Storage 0500,9212.95,3008.22,132,132
Sports,P000368,VoltFit Cycling 0368,477099.2,238605.34,1,1
Sports,P000180,MotionLab Cycling 0180,366553.08,159901.53,2,2
Sports,P000616,Stride Cycling 0616,337562.57,104329.1,3,8
Sports,P000331,ArenaPro Cycling 0331,309762.88,150319.95,4,3
Sports,P000609,MotionLab Cycling 0609,306650.08,116826.02,5,7
Sports,P000031,TrailPeak Fitness 0031,292980.19,140119.99,6,5
Sports,P000531,MotionLab Cycling 0531,291508.17,130072.57,7,6
Sports,P000443,TrailPeak Cycling 0443,283351.83,147594.61,8,4
Sports,P000653,Stride Cycling 0653,247472.48,86777.0,9,10
Sports,P000565,VoltFit Fitness 0565,233004.53,66792.23,10,14
Sports,P000300,ArenaPro Outdoor 0300,217425.97,71730.51,11,12
Sports,P000649,TrailPeak Cycling 0649,212468.65,103772.71,12,9
Sports,P000318,TrailPeak Outdoor 0318,210393.8,64958.21,13,15
Sports,P000501,Stride Cycling 0501,180972.16,73064.85,14,11
Sports,P000333,MotionLab Cycling 0333,164368.89,62396.11,15,19
Sports,P000446,MotionLab Cycling 0446,163791.13,52024.93,16,25
Sports,P000087,MotionLab Cycling 0087,159909.35,41607.53,17,38
Sports,P000081,VoltFit Cycling 0081,153537.3,54012.26,18,23
Sports,P000394,TrailPeak Fitness 0394,146839.95,64030.89,19,17
Sports,P000043,VoltFit Outdoor 0043,144562.62,54185.13,20,22
Sports,P000156,Stride Cycling 0156,144555.36,36970.28,21,40
Sports,P000158,TrailPeak Cycling 0158,143817.91,53621.62,22,24
Sports,P000534,MotionLab Outdoor 0534,139424.21,42684.71,23,37
Sports,P000467,TrailPeak Outdoor 0467,135180.01,69765.53,24,13
Sports,P000326,MotionLab Outdoor 0326,134711.75,55960.1,25,21
Sports,P000061,Stride Cycling 0061,133328.77,42750.73,26,36
Sports,P000159,VoltFit Outdoor 0159,128943.93,63115.77,27,18
Sports,P000799,ArenaPro Fitness 0799,127921.38,48769.7,28,28
Sports,P000223,MotionLab Fitness 0223,121708.66,40172.77,29,39
Sports,P000211,Stride Fitness 0211,119943.68,64471.39,30,16
Sports,P000612,ArenaPro Team Sports 0612,111295.19,46595.75,31,35
Sports,P000251,VoltFit Outdoor 0251,111073.16,51071.68,32,27
Sports,P000736,ArenaPro Outdoor 0736,110226.52,57062.92,33,20
Sports,P000208,MotionLab Cycling 0208,108992.76,47279.94,34,33
Sports,P000092,Stride Fitness 0092,107979.93,48676.32,35,29
Sports,P000439,VoltFit Outdoor 0439,102485.94,47660.04,36,31
Sports,P000719,MotionLab Cycling 0719,101709.95,51126.97,37,26
Sports,P000697,VoltFit Outdoor 0697,93309.0,47112.48,38,34
Sports,P000604,TrailPeak Fitness 0604,90715.52,28137.68,39,48
Sports,P000492,Stride Team Sports 0492,89642.97,48162.27,40,30
Sports,P000256,MotionLab Outdoor 0256,87775.84,47640.5,41,32
Sports,P000054,MotionLab Outdoor 0054,87660.52,36962.97,42,41
Sports,P000637,VoltFit Outdoor 0637,85693.22,22242.46,43,56
Sports,P000078,ArenaPro Fitness 0078,83861.5,22996.9,44,55
Sports,P000761,TrailPeak Fitness 0761,81451.1,28795.59,45,47
Sports,P000365,MotionLab Cycling 0365,77444.99,35258.53,46,42
Sports,P000102,Stride Fitness 0102,76486.38,24137.13,47,52
Sports,P000617,ArenaPro Fitness 0617,75613.2,17847.6,48,62
Sports,P000666,MotionLab Fitness 0666,73626.65,32259.27,49,43
Sports,P000411,VoltFit Fitness 0411,72177.54,31956.32,50,44
Sports,P000013,ArenaPro Outdoor 0013,69164.42,28928.96,51,46
Sports,P000040,VoltFit Outdoor 0040,64420.15,24862.15,52,51
Sports,P000641,MotionLab Team Sports 0641,63137.78,28058.12,53,49
Sports,P000122,VoltFit Outdoor 0122,61020.9,17386.96,54,63
Sports,P000216,MotionLab Fitness 0216,60959.3,23525.15,55,53
Sports,P000030,VoltFit Cycling 0030,59348.2,20248.3,56,59
Sports,P000638,TrailPeak Fitness 0638,57826.45,29171.45,57,45
Sports,P000699,Stride Team Sports 0699,57319.28,14653.27,58,70
Sports,P000049,MotionLab Fitness 0049,56088.58,18949.14,59,61
Sports,P000275,Stride Team Sports 0275,54360.37,23389.57,60,54
Sports,P000189,MotionLab Team Sports 0189,52266.97,25385.77,61,50
Sports,P000421,Stride Team Sports 0421,50182.07,19719.11,62,60
Sports,P000755,TrailPeak Fitness 0755,50161.57,21786.37,63,57
Sports,P000674,Stride Fitness 0674,49262.74,16933.96,64,64
Sports,P000597,MotionLab Fitness 0597,47031.13,14857.55,65,69
Sports,P000412,MotionLab Cycling 0412,44271.3,13645.58,66,73
Sports,P000338,MotionLab Outdoor 0338,42461.32,20516.14,67,58
Sports,P000453,VoltFit Outdoor 0453,38953.18,16344.7,68,66
Sports,P000712,Stride Team Sports 0712,34204.26,13852.26,69,71
Sports,P000186,VoltFit Fitness 0186,33217.25,13688.81,70,72
Sports,P000433,VoltFit Team Sports 0433,32646.36,16489.8,71,65
Sports,P000215,VoltFit Outdoor 0215,32410.83,15963.96,72,68
Sports,P000118,Stride Team Sports 0118,31998.31,16000.35,73,67
Sports,P000387,Stride Fitness 0387,29630.41,10866.25,74,75
Sports,P000491,ArenaPro Team Sports 0491,28524.27,9172.77,75,77
Sports,P000055,VoltFit Outdoor 0055,27612.24,7294.53,76,79
Sports,P000532,VoltFit Team Sports 0532,24799.27,6283.62,77,82
Sports,P000380,ArenaPro Team Sports 0380,24018.06,12844.88,78,74
Sports,P000106,VoltFit Team Sports 0106,22791.71,7197.56,79,80
Sports,P000800,VoltFit Team Sports 0800,20066.69,5272.97,80,83
Sports,P000566,MotionLab Team Sports 0566,19110.68,9278.0,81,76
Sports,P000493,MotionLab Fitness 0493,17777.32,5253.24,82,84
Sports,P000466,Stride Fitness 0466,16640.74,6530.24,83,81
Sports,P000004,Stride Fitness 0004,14901.98,8080.22,84,78
Sports,P000518,Stride Team Sports 0518,11976.39,4537.44,85,85
Toys,P000179,PuzzleWorks STEM Toys 0179,89361.51,43276.44,1,1
Toys,P000554,Kidora Outdoor Toys 0554,60372.55,20205.01,2,4
Toys,P000577,PuzzleWorks Outdoor Toys 0577,57017.37,19868.41,3,5
Toys,P000780,BrightPlay Dolls 0780,51085.81,21772.05,4,3
Toys,P000325,Kidora STEM Toys 0325,50557.96,17738.8,5,6
Toys,P000434,BrightPlay Outdoor Toys 0434,49702.33,24948.73,6,2
Toys,P000182,Kidora STEM Toys 0182,39566.07,14042.34,7,10
Toys,P000296,BrightPlay Outdoor Toys 0296,34771.07,13479.59,8,13
Toys,P000750,Kidora Board Games 0750,32087.71,14877.55,9,7
Toys,P000305,PuzzleWorks Dolls 0305,29902.62,13494.61,10,12
Toys,P000152,Kidora Board Games 0152,29507.08,8183.56,11,22
Toys,P000279,PuzzleWorks STEM Toys 0279,28744.82,12154.04,12,16
Toys,P000073,Kidora STEM Toys 0073,28087.24,14724.09,13,8
Toys,P000024,BrightPlay STEM Toys 0024,27287.3,14515.7,14,9
Toys,P000563,PuzzleWorks Outdoor Toys 0563,26982.02,13691.34,15,11
Toys,P000607,PuzzleWorks Dolls 0607,26909.48,7498.88,16,24
Toys,P000714,BrightPlay Dolls 0714,26014.04,12345.5,17,15
Toys,P000776,BrightPlay Dolls 0776,25807.72,12872.56,18,14
Toys,P000181,BrightPlay STEM Toys 0181,24927.88,9811.24,19,20
Toys,P000743,WonderBox Board Games 0743,23841.38,8466.64,20,21
Toys,P000652,BrightPlay STEM Toys 0652,23404.41,6961.65,21,27
Toys,P000657,PuzzleWorks STEM Toys 0657,23009.24,11305.08,22,17
Toys,P000655,BrightPlay Dolls 0655,21266.11,10989.46,23,18
Toys,P000414,PuzzleWorks STEM Toys 0414,20459.44,6132.49,24,32
Toys,P000390,PuzzleWorks STEM Toys 0390,20410.03,7864.91,25,23
Toys,P000508,BrightPlay Outdoor Toys 0508,20265.07,10418.84,26,19
Toys,P000045,WonderBox Outdoor Toys 0045,20214.18,6205.86,27,31
Toys,P000280,PuzzleWorks STEM Toys 0280,19690.8,6069.48,28,33
Toys,P000452,PuzzleWorks Dolls 0452,19109.87,5258.3,29,36
Toys,P000543,BrightPlay STEM Toys 0543,18968.32,6567.22,30,29
Toys,P000370,BrightPlay Board Games 0370,18288.2,4740.37,31,39
Toys,P000246,WonderBox Board Games 0246,16682.79,5198.61,32,37
Toys,P000334,Kidora Board Games 0334,16170.98,5660.1,33,34
Toys,P000774,WonderBox Outdoor Toys 0774,16098.57,7045.55,34,25
Toys,P000110,Kidora Board Games 0110,14885.13,3571.7,35,47
