order_item_id,order_id,product_id,quantity,price_per_unit,discount
OI000093992,O00044786,P000374,4,43.6,0.2
OI000093993,O00044787,P000212,2,31.21,0.0
OI000093994,O00044787,P000664,1,319.34,0.0
OI000093995,O00044788,P000571,2,39.46,0.05
OI000093996,O00044789,P000595,1,971.1,0.0
OI000093997,O00044789,P000285,4,33.8,0.1
OI000093998,O00044790,P000348,1,65.72,0.15
OI000093999,O00044791,P000355,1,104.99,0.05
OI000094000,O00044791,P000313,1,106.17,0.05
OI000094001,O00044792,P000262,1,44.49,0.0
OI000094002,O00044792,P000593,1,159.12,0.0
OI000094003,O00044793,P000285,1,32.76,0.25
OI000094004,O00044793,P000206,2,43.7,0.15
OI000094005,O00044793,P000780,2,70.6,0.1
OI000094006,O00044794,P000304,1,145.88,0.05
OI000094007,O00044795,P000626,2,568.13,0.05
OI000094008,O00044795,P000671,1,875.49,0.0
OI000094009,O00044795,P000526,1,159.63,0.0
OI000094010,O00044796,P000193,1,325.99,0.0
OI000094011,O00044796,P000233,1,25.55,0.1
OI000094012,O00044796,P000517,1,33.28,0.0
OI000094013,O00044796,P000541,2,10.79,0.0
OI000094014,O00044796,P000481,4,36.91,0.0
OI000094015,O00044797,P000157,1,108.39,0.1
OI000094016,O00044797,P000537,1,155.32,0.15
OI000094017,O00044798,P000258,1,223.16,0.0
OI000094018,O00044798,P000487,1,516.53,0.0
OI000094019,O00044799,P000186,1,155.22,0.1
OI000094020,O00044800,P000522,1,129.09,0.2
OI000094021,O00044800,P000767,1,95.69,0.05
OI000094022,O00044800,P000401,1,93.29,0.05
OI000094023,O00044800,P000027,1,622.11,0.0
OI000094024,O00044801,P000259,1,58.37,0.2
OI000094025,O00044802,P000306,1,479.92,0.0
OI000094026,O00044802,P000306,2,464.98,0.05
OI000094027,O00044802,P000250,2,241.96,0.1
OI000094028,O00044803,P000624,1,638.28,0.0
OI000094029,O00044803,P000565,1,265.9,0.0
OI000094030,O00044804,P000738,1,136.22,0.0
OI000094031,O00044804,P000764,1,1098.66,0.05
OI000094032,O00044805,P000329,1,131.24,0.1
OI000094033,O00044805,P000177,2,64.31,0.15
OI000094034,O00044806,P000744,1,960.09,0.15
OI000094035,O00044806,P000615,1,64.7,0.25
OI000094036,O00044807,P000300,1,471.95,0.0
OI000094037,O00044807,P000702,1,116.21,0.0
OI000094038,O00044808,P000546,1,116.48,0.0
OI000094039,O00044808,P000206,3,45.0,0.05
OI000094040,O00044808,P000304,1,146.42,0.0
OI000094041,O00044809,P000507,1,71.47,0.2
OI000094042,O00044809,P000399,1,113.93,0.15
OI000094043,O00044810,P000611,1,88.78,0.05
OI000094044,O00044810,P000288,1,94.0,0.0
OI000094045,O00044811,P000517,2,34.14,0.25
OI000094046,O00044811,P000561,2,994.79,0.0
OI000094047,O00044811,P000461,1,104.45,0.0
OI000094048,O00044812,P000566,1,104.73,0.05
OI000094049,O00044813,P000195,1,2047.15,0.0
OI000094050,O00044813,P000498,1,63.47,0.05
OI000094051,O00044813,P000036,2,101.48,0.05
OI000094052,O00044814,P000425,1,85.88,0.05
OI000094053,O00044814,P000729,1,74.94,0.0
OI000094054,O00044815,P000621,1,29.55,0.0
OI000094055,O00044815,P000784,1,8.19,0.0
OI000094056,O00044816,P000183,1,256.36,0.05
OI000094057,O00044816,P000674,1,129.13,0.0
OI000094058,O00044817,P000786,1,39.24,0.15
OI000094059,O00044818,P000382,1,30.31,0.1
OI000094060,O00044818,P000406,1,39.98,0.15
OI000094061,O00044818,P000511,1,75.19,0.05
OI000094062,O00044819,P000725,1,1800.46,0.05
OI000094063,O00044820,P000227,1,633.33,0.1
OI000094064,O00044820,P000272,1,183.08,0.2
OI000094065,O00044820,P000669,1,111.66,0.15
OI000094066,O00044820,P000038,1,929.04,0.0
OI000094067,O00044821,P000111,1,104.83,0.05
OI000094068,O00044821,P000112,1,285.27,0.2
OI000094069,O00044822,P000103,1,136.6,0.05
OI000094070,O00044822,P000671,1,922.14,0.0
OI000094071,O00044822,P000069,2,609.36,0.1
OI000094072,O00044823,P000678,3,279.14,0.05
OI000094073,O00044823,P000711,1,22.06,0.25
OI000094074,O00044824,P000206,2,44.23,0.0
OI000094075,O00044824,P000759,1,976.43,0.15
OI000094076,O00044824,P000120,3,50.96,0.2
OI000094077,O00044825,P000446,2,330.0,0.0
OI000094078,O00044825,P000169,1,210.52,0.1
OI000094079,O00044826,P000454,3,41.54,0.0
OI000094080,O00044827,P000660,1,61.13,0.0
OI000094081,O00044828,P000421,1,75.46,0.0
OI000094082,O00044828,P000132,1,26.86,0.0
OI000094083,O00044828,P000374,1,44.71,0.0
OI000094084,O00044828,P000517,2,32.38,0.05
OI000094085,O00044829,P000029,1,579.3,0.2
OI000094086,O00044830,P000111,2,101.13,0.1
OI000094087,O00044830,P000356,1,91.34,0.05
OI000094088,O00044831,P000329,1,125.36,0.1
OI000094089,O00044831,P000202,1,17.35,0.15
OI000094090,O00044832,P000597,1,139.19,0.2
OI000094091,O00044832,P000721,1,189.37,0.05
OI000094092,O00044833,P000242,1,48.64,0.0
OI000094093,O00044834,P000759,1,950.49,0.0
OI000094094,O00044834,P000331,1,317.12,0.0
OI000094095,O00044835,P000671,2,875.97,0.0
OI000094096,O00044836,P000228,1,97.0,0.1
OI000094097,O00044836,P000157,1,103.6,0.0
OI000094098,O00044836,P000669,3,107.33,0.05
OI000094099,O00044836,P000275,1,47.88,0.2
OI000094100,O00044836,P000558,1,387.68,0.1
OI000094101,O00044837,P000380,1,73.1,0.15
OI000094102,O00044837,P000523,1,667.27,0.05
OI000094103,O00044837,P000629,1,62.66,0.0
OI000094104,O00044838,P000077,1,132.42,0.05
OI000094105,O00044838,P000635,1,878.72,0.2
OI000094106,O00044839,P000001,1,27.21,0.1
OI000094107,O00044839,P000784,1,8.48,0.15
OI000094108,O00044839,P000331,1,313.52,0.05
OI000094109,O00044839,P000202,1,17.48,0.15
OI000094110,O00044839,P000069,4,634.77,0.1
OI000094111,O00044840,P000129,1,893.7,0.15
OI000094112,O00044840,P000402,2,14.45,0.05
OI000094113,O00044841,P000187,3,52.12,0.1
OI000094114,O00044842,P000505,2,29.83,0.15
OI000094115,O00044842,P000111,1,104.42,0.1
OI000094116,O00044842,P000418,1,19.22,0.15
OI000094117,O00044842,P000332,2,203.33,0.1
OI000094118,O00044843,P000374,1,43.5,0.2
OI000094119,O00044844,P000332,1,203.02,0.05
OI000094120,O00044844,P000232,1,62.49,0.0
OI000094121,O00044845,P000670,1,53.94,0.1
OI000094122,O00044845,P000783,2,130.04,0.15
OI000094123,O00044845,P000022,1,168.27,0.05
OI000094124,O00044846,P000086,2,1746.23,0.0
OI000094125,O00044847,P000216,1,269.05,0.05
OI000094126,O00044847,P000294,1,760.26,0.15
OI000094127,O00044847,P000269,1,166.37,0.05
OI000094128,O00044848,P000434,2,111.38,0.05
OI000094129,O00044849,P000123,1,1239.67,0.0
OI000094130,O00044849,P000364,1,58.3,0.05
OI000094131,O00044849,P000221,1,109.12,0.3
OI000094132,O00044850,P000132,1,25.02,0.05
OI000094133,O00044850,P000722,2,49.5,0.15
OI000094134,O00044850,P000262,1,44.57,0.05
OI000094135,O00044851,P000419,1,125.96,0.05
OI000094136,O00044852,P000243,2,150.73,0.05
OI000094137,O00044852,P000562,2,145.46,0.05
OI000094138,O00044852,P000753,1,86.51,0.2
OI000094139,O00044853,P000352,2,127.54,0.25
OI000094140,O00044853,P000037,2,1020.73,0.1
OI000094141,O00044854,P000432,1,48.61,0.0
OI000094142,O00044855,P000344,1,43.0,0.05
OI000094143,O00044856,P000063,2,21.8,0.1
OI000094144,O00044857,P000207,1,157.34,0.0
OI000094145,O00044857,P000232,1,61.22,0.0
OI000094146,O00044857,P000374,1,42.57,0.0
OI000094147,O00044858,P000739,1,104.65,0.05
OI000094148,O00044858,P000727,1,163.45,0.2
OI000094149,O00044859,P000122,2,139.86,0.15
OI000094150,O00044860,P000759,1,939.21,0.0
OI000094151,O00044860,P000368,3,637.6,0.0
OI000094152,O00044861,P000302,1,1229.88,0.25
OI000094153,O00044861,P000264,1,923.69,0.0
OI000094154,O00044861,P000086,1,1624.43,0.15
OI000094155,O00044862,P000275,2,45.96,0.2
OI000094156,O00044862,P000798,1,159.89,0.3
OI000094157,O00044862,P000591,1,28.26,0.05
OI000094158,O00044862,P000606,2,14.54,0.2
OI000094159,O00044862,P000516,1,128.84,0.05
OI000094160,O00044863,P000558,1,403.21,0.0
OI000094161,O00044863,P000313,3,105.28,0.2
OI000094162,O00044864,P000615,1,59.73,0.1
OI000094163,O00044864,P000148,1,47.91,0.0
OI000094164,O00044865,P000423,1,1207.07,0.0
OI000094165,O00044866,P000022,1,163.46,0.15
OI000094166,O00044866,P000616,1,540.95,0.05
OI000094167,O00044866,P000457,1,16.05,0.0
OI000094168,O00044867,P000232,1,60.85,0.05
OI000094169,O00044867,P000012,1,20.46,0.1
OI000094170,O00044868,P000312,2,130.37,0.0
OI000094171,O00044869,P000392,1,461.12,0.15
OI000094172,O00044869,P000341,2,679.95,0.25
OI000094173,O00044869,P000556,2,123.21,0.2
OI000094174,O00044870,P000448,1,75.43,0.0
OI000094175,O00044871,P000565,1,276.5,0.0
OI000094176,O00044871,P000301,1,32.53,0.1
OI000094177,O00044871,P000001,2,26.7,0.0
OI000094178,O00044872,P000304,1,148.49,0.15
OI000094179,O00044872,P000348,1,67.33,0.15
OI000094180,O00044872,P000082,2,20.73,0.05
OI000094181,O00044872,P000778,1,55.47,0.05
OI000094182,O00044873,P000150,1,319.19,0.1
OI000094183,O00044874,P000183,2,259.17,0.05
OI000094184,O00044874,P000581,1,517.1,0.05
OI000094185,O00044874,P000488,2,122.38,0.05
OI000094186,O00044875,P000128,1,41.85,0.1
OI000094187,O00044876,P000616,1,546.84,0.0
OI000094188,O00044877,P000161,1,189.8,0.15
OI000094189,O00044878,P000569,2,28.22,0.1
OI000094190,O00044878,P000047,1,297.33,0.0
OI000094191,O00044879,P000313,1,106.84,0.05
OI000094192,O00044879,P000627,1,35.52,0.1
OI000094193,O00044880,P000759,1,958.01,0.0
OI000094194,O00044881,P000669,2,109.2,0.05
OI000094195,O00044881,P000367,1,21.31,0.25
OI000094196,O00044881,P000635,2,882.9,0.1
OI000094197,O00044881,P000419,4,124.29,0.2
OI000094198,O00044882,P000424,1,131.43,0.1
OI000094199,O00044883,P000755,1,250.12,0.0
OI000094200,O00044883,P000759,2,927.87,0.0
OI000094201,O00044883,P000633,2,30.65,0.0
OI000094202,O00044884,P000564,1,161.44,0.05
OI000094203,O00044884,P000091,1,800.56,0.05
OI000094204,O00044884,P000313,1,106.31,0.05
OI000094205,O00044884,P000494,1,134.18,0.0
OI000094206,O00044884,P000183,1,261.35,0.15
OI000094207,O00044885,P000569,1,28.86,0.15
OI000094208,O00044885,P000533,1,193.89,0.0
OI000094209,O00044885,P000212,1,30.5,0.15
OI000094210,O00044885,P000395,2,509.58,0.0
OI000094211,O00044886,P000613,1,14.04,0.1
OI000094212,O00044886,P000647,1,1316.22,0.0
OI000094213,O00044887,P000454,2,41.63,0.0
OI000094214,O00044887,P000227,1,624.22,0.1
OI000094215,O00044887,P000458,1,85.76,0.05
OI000094216,O00044888,P000230,1,940.99,0.1
OI000094217,O00044889,P000691,3,147.66,0.0
OI000094218,O00044889,P000022,2,160.58,0.0
OI000094219,O00044890,P000737,1,132.86,0.0
OI000094220,O00044890,P000434,1,111.33,0.1
OI000094221,O00044891,P000633,1,29.61,0.1
OI000094222,O00044891,P000729,1,74.99,0.0
OI000094223,O00044891,P000234,1,51.19,0.0
OI000094224,O00044892,P000434,2,112.15,0.1
OI000094225,O00044893,P000635,2,879.17,0.15
OI000094226,O00044894,P000229,1,21.8,0.2
OI000094227,O00044894,P000063,1,20.94,0.2
OI000094228,O00044894,P000503,1,15.31,0.0
OI000094229,O00044895,P000031,1,299.44,0.1
OI000094230,O00044895,P000465,1,20.09,0.1
OI000094231,O00044896,P000670,1,56.95,0.05
OI000094232,O00044896,P000132,1,25.56,0.15
OI000094233,O00044897,P000294,3,793.12,0.0
OI000094234,O00044898,P000275,1,47.68,0.15
OI000094235,O00044898,P000250,2,249.26,0.15
OI000094236,O00044899,P000729,2,75.36,0.0
OI000094237,O00044899,P000049,1,114.51,0.05
OI000094238,O00044900,P000635,1,871.48,0.05
OI000094239,O00044900,P000172,1,114.7,0.1
OI000094240,O00044901,P000334,1,51.21,0.05
OI000094241,O00044902,P000496,1,84.25,0.1
OI000094242,O00044902,P000779,1,41.63,0.15
OI000094243,O00044902,P000202,2,17.27,0.3
OI000094244,O00044903,P000548,2,149.2,0.2
OI000094245,O00044903,P000073,1,92.08,0.0
OI000094246,O00044903,P000272,1,182.15,0.0
OI000094247,O00044903,P000255,1,205.48,0.3
OI000094248,O00044904,P000741,1,1551.11,0.1
OI000094249,O00044904,P000514,2,92.9,0.0
OI000094250,O00044905,P000004,1,25.59,0.05
OI000094251,O00044905,P000395,2,501.93,0.1
OI000094252,O00044906,P000592,1,87.43,0.15
OI000094253,O00044906,P000248,2,488.92,0.0
OI000094254,O00044906,P000576,1,143.63,0.0
OI000094255,O00044906,P000664,1,308.33,0.0
OI000094256,O00044907,P000317,1,94.69,0.05
OI000094257,O00044907,P000452,2,56.9,0.05
OI000094258,O00044907,P000717,1,90.46,0.1
OI000094259,O00044907,P000584,1,317.86,0.05
OI000094260,O00044908,P000767,1,92.54,0.0
OI000094261,O00044908,P000004,3,25.7,0.05
OI000094262,O00044908,P000438,1,191.31,0.0
OI000094263,O00044909,P000368,3,655.76,0.05
OI000094264,O00044909,P000098,1,535.3,0.25
OI000094265,O00044909,P000384,2,1025.88,0.0
OI000094266,O00044910,P000084,1,178.05,0.15
OI000094267,O00044910,P000583,1,461.76,0.1
OI000094268,O00044910,P000142,1,40.36,0.05
OI000094269,O00044911,P000120,1,52.52,0.05
OI000094270,O00044911,P000283,1,151.46,0.15
OI000094271,O00044912,P000693,3,78.47,0.05
OI000094272,O00044912,P000583,2,449.81,0.0
OI000094273,O00044913,P000576,1,141.23,0.0
OI000094274,O00044914,P000508,1,77.81,0.0
OI000094275,O00044915,P000799,1,136.09,0.05
OI000094276,O00044916,P000688,3,27.74,0.0
OI000094277,O00044916,P000239,1,1014.86,0.1
OI000094278,O00044917,P000760,1,118.45,0.1
OI000094279,O00044918,P000491,1,115.0,0.1
OI000094280,O00044919,P000559,2,19.59,0.25
OI000094281,O00044920,P000009,1,24.55,0.0
OI000094282,O00044920,P000165,1,36.73,0.0
OI000094283,O00044920,P000742,1,544.09,0.0
OI000094284,O00044920,P000621,3,28.66,0.15
OI000094285,O00044920,P000054,3,269.16,0.05
OI000094286,O00044921,P000455,1,76.22,0.05
OI000094287,O00044921,P000616,1,555.77,0.0
OI000094288,O00044921,P000175,2,169.74,0.0
OI000094289,O00044922,P000206,1,44.94,0.05
OI000094290,O00044922,P000166,1,51.72,0.15
OI000094291,O00044923,P000233,1,24.57,0.0
OI000094292,O00044924,P000436,1,111.1,0.0
OI000094293,O00044925,P000129,1,874.2,0.25
OI000094294,O00044926,P000065,1,36.73,0.1
OI000094295,O00044927,P000150,2,325.85,0.05
OI000094296,O00044927,P000196,2,204.05,0.15
OI000094297,O00044928,P000019,2,19.27,0.0
OI000094298,O00044929,P000445,1,213.91,0.25
OI000094299,O00044930,P000683,1,37.81,0.0
OI000094300,O00044931,P000776,2,54.89,0.1
OI000094301,O00044931,P000681,1,602.28,0.05
OI000094302,O00044932,P000573,2,406.26,0.2
OI000094303,O00044932,P000551,1,698.49,0.0
OI000094304,O00044932,P000132,2,24.05,0.15
OI000094305,O00044933,P000054,3,268.15,0.1
OI000094306,O00044933,P000575,1,98.87,0.35
OI000094307,O00044934,P000360,1,61.52,0.15
OI000094308,O00044934,P000487,1,507.28,0.0
OI000094309,O00044935,P000753,1,81.97,0.15
OI000094310,O00044935,P000763,1,80.17,0.2
OI000094311,O00044935,P000111,2,104.76,0.1
OI000094312,O00044935,P000132,1,25.76,0.0
OI000094313,O00044935,P000396,2,59.57,0.1
OI000094314,O00044936,P000463,1,23.6,0.0
OI000094315,O00044936,P000718,1,456.29,0.0
OI000094316,O00044937,P000217,1,474.8,0.05
OI000094317,O00044938,P000075,1,1232.39,0.05
OI000094318,O00044938,P000329,1,127.94,0.15
OI000094319,O00044939,P000517,1,31.72,0.05
OI000094320,O00044939,P000034,1,82.83,0.1
OI000094321,O00044940,P000329,1,126.9,0.0
OI000094322,O00044940,P000699,1,47.85,0.0
OI000094323,O00044941,P000211,1,179.83,0.0
OI000094324,O00044942,P000082,3,22.1,0.25
OI000094325,O00044942,P000172,1,111.68,0.1
OI000094326,O00044942,P000111,4,109.48,0.0
OI000094327,O00044943,P000631,1,19.45,0.0
OI000094328,O00044943,P000516,1,134.25,0.1
OI000094329,O00044944,P000705,1,153.31,0.1
OI000094330,O00044944,P000422,1,617.41,0.0
OI000094331,O00044945,P000780,2,70.81,0.0
OI000094332,O00044946,P000176,1,73.73,0.0
OI000094333,O00044946,P000521,1,22.53,0.05
OI000094334,O00044947,P000340,1,16.13,0.05
OI000094335,O00044948,P000250,2,245.88,0.05
OI000094336,O00044949,P000396,1,62.8,0.15
OI000094337,O00044949,P000658,1,167.74,0.0
OI000094338,O00044949,P000361,1,24.79,0.05
OI000094339,O00044949,P000031,1,292.56,0.05
OI000094340,O00044950,P000775,1,79.92,0.1
OI000094341,O00044951,P000781,1,57.2,0.2
OI000094342,O00044951,P000710,1,69.88,0.0
OI000094343,O00044951,P000738,1,139.52,0.2
OI000094344,O00044951,P000332,1,210.75,0.1
OI000094345,O00044952,P000335,2,105.17,0.15
OI000094346,O00044952,P000074,2,66.56,0.0
OI000094347,O00044952,P000548,1,137.59,0.05
OI000094348,O00044953,P000671,1,897.86,0.0
OI000094349,O00044954,P000551,1,736.36,0.0
OI000094350,O00044954,P000440,1,24.0,0.05
OI000094351,O00044954,P000074,1,65.46,0.15
OI000094352,O00044955,P000718,1,447.33,0.0
OI000094353,O00044955,P000174,1,20.83,0.05
OI000094354,O00044955,P000050,1,927.03,0.0
OI000094355,O00044956,P000384,2,963.87,0.15
OI000094356,O00044956,P000416,2,143.08,0.0
OI000094357,O00044956,P000447,1,33.01,0.0
OI000094358,O00044957,P000012,1,20.62,0.2
OI000094359,O00044957,P000230,1,926.25,0.05
OI000094360,O00044957,P000681,1,587.53,0.2
OI000094361,O00044958,P000751,2,56.44,0.0
OI000094362,O00044958,P000557,1,37.26,0.1
OI000094363,O00044959,P000698,1,95.32,0.05
OI000094364,O00044959,P000502,1,56.09,0.1
OI000094365,O00044959,P000062,1,349.01,0.05
OI000094366,O00044960,P000759,3,984.78,0.1
OI000094367,O00044960,P000739,1,109.45,0.15
OI000094368,O00044961,P000200,1,91.81,0.0
OI000094369,O00044962,P000375,1,71.17,0.3
OI000094370,O00044963,P000128,2,41.82,0.0
OI000094371,O00044963,P000505,1,29.71,0.1
OI000094372,O00044963,P000066,1,60.78,0.1
OI000094373,O00044963,P000516,1,137.18,0.05
OI000094374,O00044964,P000516,1,127.06,0.2
OI000094375,O00044964,P000015,1,507.95,0.0
OI000094376,O00044964,P000747,2,118.67,0.1
OI000094377,O00044964,P000587,1,39.3,0.15
OI000094378,O00044965,P000313,1,104.92,0.05
OI000094379,O00044965,P000126,2,80.71,0.05
OI000094380,O00044965,P000550,1,93.9,0.2
OI000094381,O00044966,P000624,1,643.55,0.15
OI000094382,O00044967,P000792,1,102.68,0.1
OI000094383,O00044968,P000596,1,128.74,0.1
OI000094384,O00044969,P000375,2,71.35,0.05
OI000094385,O00044970,P000751,2,56.36,0.1
OI000094386,O00044970,P000701,1,142.36,0.0
OI000094387,O00044971,P000779,1,41.89,0.05
OI000094388,O00044972,P000800,1,62.54,0.1
OI000094389,O00044972,P000115,1,220.44,0.0
OI000094390,O00044972,P000234,4,54.98,0.0
OI000094391,O00044973,P000746,1,117.23,0.1
OI000094392,O00044974,P000188,3,749.82,0.0
OI000094393,O00044974,P000595,2,912.86,0.05
OI000094394,O00044974,P000422,1,600.01,0.1
OI000094395,O00044975,P000545,1,67.47,0.0
OI000094396,O00044975,P000022,1,159.94,0.2
OI000094397,O00044976,P000050,1,938.21,0.1
OI000094398,O00044977,P000277,1,82.68,0.05
OI000094399,O00044977,P000173,1,15.76,0.1
OI000094400,O00044977,P000499,3,24.63,0.15
OI000094401,O00044978,P000650,1,687.84,0.0
OI000094402,O00044978,P000715,3,14.02,0.0
OI000094403,O00044978,P000796,1,55.62,0.1
OI000094404,O00044978,P000657,3,123.3,0.15
OI000094405,O00044979,P000170,2,9.14,0.25
OI000094406,O00044979,P000187,1,51.76,0.1
OI000094407,O00044979,P000091,1,779.25,0.0
OI000094408,O00044979,P000026,1,38.02,0.0
OI000094409,O00044979,P000610,1,441.14,0.15
OI000094410,O00044980,P000747,2,123.84,0.05
OI000094411,O00044980,P000686,1,126.05,0.0
OI000094412,O00044981,P000526,1,164.79,0.0
OI000094413,O00044981,P000374,1,42.47,0.2
OI000094414,O00044982,P000243,1,141.4,0.1
OI000094415,O00044982,P000186,1,163.47,0.05
OI000094416,O00044982,P000710,1,73.9,0.0
OI000094417,O00044982,P000655,2,41.6,0.15
OI000094418,O00044983,P000115,1,215.17,0.4
OI000094419,O00044983,P000781,2,55.15,0.1
OI000094420,O00044984,P000435,2,1881.45,0.0
OI000094421,O00044984,P000019,1,19.49,0.0
OI000094422,O00044984,P000211,1,186.13,0.0
OI000094423,O00044985,P000097,4,99.01,0.05
OI000094424,O00044986,P000541,1,10.93,0.0
OI000094425,O00044986,P000658,2,162.96,0.15
OI000094426,O00044987,P000185,2,16.81,0.15
OI000094427,O00044988,P000343,2,31.61,0.05
OI000094428,O00044988,P000399,1,112.89,0.0
OI000094429,O00044989,P000327,1,39.76,0.15
OI000094430,O00044989,P000363,2,144.03,0.0
OI000094431,O00044989,P000141,3,397.44,0.05
OI000094432,O00044990,P000244,2,35.23,0.1
OI000094433,O00044990,P000111,1,106.22,0.1
OI000094434,O00044990,P000721,1,196.63,0.15
OI000094435,O00044991,P000699,1,47.22,0.1
OI000094436,O00044991,P000577,1,102.5,0.2
OI000094437,O00044991,P000213,3,43.98,0.15
OI000094438,O00044992,P000591,1,28.07,0.0
OI000094439,O00044992,P000282,2,56.55,0.05
OI000094440,O00044992,P000445,2,217.94,0.0
OI000094441,O00044993,P000243,1,148.59,0.0
OI000094442,O00044993,P000115,1,232.35,0.0
OI000094443,O00044994,P000451,4,692.68,0.0
OI000094444,O00044994,P000214,1,13.47,0.2
OI000094445,O00044995,P000424,1,126.34,0.15
OI000094446,O00044995,P000539,1,23.73,0.25
OI000094447,O00044995,P000096,1,75.5,0.25
OI000094448,O00044995,P000484,2,112.71,0.0
OI000094449,O00044996,P000016,1,137.12,0.05
OI000094450,O00044996,P000457,1,16.18,0.1
OI000094451,O00044997,P000116,1,58.62,0.0
OI000094452,O00044998,P000546,1,115.03,0.0
OI000094453,O00044998,P000744,1,930.15,0.0
OI000094454,O00044999,P000314,1,63.72,0.05
OI000094455,O00045000,P000267,1,81.42,0.15
OI000094456,O00045000,P000558,2,380.23,0.1
OI000094457,O00045000,P000424,2,124.52,0.25
OI000094458,O00045001,P000427,1,56.73,0.05
OI000094459,O00045002,P000545,1,69.58,0.0
OI000094460,O00045002,P000476,1,52.63,0.15
OI000094461,O00045002,P000612,1,102.3,0.0
OI000094462,O00045003,P000077,1,141.1,0.15
OI000094463,O00045004,P000244,1,34.5,0.1
OI000094464,O00045004,P000237,2,115.74,0.1
OI000094465,O00045004,P000788,1,53.24,0.0
OI000094466,O00045004,P000596,1,122.7,0.0
OI000094467,O00045005,P000757,1,83.76,0.15
OI000094468,O00045006,P000103,1,135.23,0.15
OI000094469,O00045007,P000019,3,19.53,0.05
OI000094470,O00045007,P000209,3,1122.01,0.0
OI000094471,O00045007,P000782,2,30.58,0.0
OI000094472,O00045008,P000341,1,677.72,0.0
OI000094473,O00045008,P000309,1,63.58,0.0
OI000094474,O00045008,P000112,1,308.78,0.0
OI000094475,O00045008,P000624,1,664.87,0.05
OI000094476,O00045009,P000400,1,126.24,0.1
OI000094477,O00045010,P000364,2,60.17,0.0
OI000094478,O00045010,P000142,1,40.7,0.0
OI000094479,O00045010,P000102,1,88.79,0.1
OI000094480,O00045011,P000260,1,110.43,0.2
OI000094481,O00045011,P000020,1,45.9,0.0
OI000094482,O00045012,P000454,1,43.03,0.0
OI000094483,O00045013,P000483,2,58.78,0.0
OI000094484,O00045013,P000523,1,659.42,0.0
OI000094485,O00045014,P000028,1,1004.0,0.05
OI000094486,O00045015,P000136,1,235.52,0.2
OI000094487,O00045016,P000169,3,218.68,0.0
OI000094488,O00045016,P000747,1,124.73,0.15
OI000094489,O00045016,P000350,1,1115.65,0.05
OI000094490,O00045017,P000784,2,8.25,0.2
OI000094491,O00045018,P000500,1,15.21,0.0
OI000094492,O00045018,P000180,2,684.35,0.15
OI000094493,O00045018,P000059,1,696.43,0.1
OI000094494,O00045018,P000431,1,48.74,0.0
OI000094495,O00045019,P000173,1,16.18,0.2
OI000094496,O00045019,P000554,3,136.71,0.0
OI000094497,O00045019,P000142,1,43.09,0.0
OI000094498,O00045020,P000615,3,63.29,0.0
OI000094499,O00045021,P000744,1,972.07,0.2
OI000094500,O00045021,P000296,1,86.83,0.05
OI000094501,O00045021,P000748,2,760.98,0.0
OI000094502,O00045022,P000086,1,1760.95,0.0
OI000094503,O00045022,P000257,1,39.23,0.1
OI000094504,O00045022,P000344,1,44.03,0.0
OI000094505,O00045023,P000352,2,129.3,0.05
OI000094506,O00045023,P000659,1,47.22,0.1
OI000094507,O00045024,P000245,1,67.05,0.05
OI000094508,O00045025,P000310,1,30.02,0.05
OI000094509,O00045025,P000531,1,569.55,0.1
OI000094510,O00045025,P000553,1,48.48,0.15
OI000094511,O00045025,P000787,1,14.56,0.15
OI000094512,O00045025,P000768,3,2003.8,0.0
OI000094513,O00045026,P000744,1,963.35,0.0
OI000094514,O00045026,P000330,1,64.99,0.0
OI000094515,O00045027,P000195,2,2044.99,0.1
OI000094516,O00045027,P000210,1,91.91,0.2
OI000094517,O00045027,P000147,1,84.42,0.05
OI000094518,O00045028,P000503,1,14.72,0.05
OI000094519,O00045028,P000248,1,488.02,0.25
OI000094520,O00045029,P000571,1,38.86,0.0
OI000094521,O00045029,P000787,1,14.82,0.1
OI000094522,O00045029,P000669,2,112.64,0.15
OI000094523,O00045030,P000641,1,150.62,0.05
OI000094524,O00045030,P000699,1,47.04,0.15
OI000094525,O00045030,P000259,2,60.38,0.1
OI000094526,O00045031,P000588,2,206.23,0.0
OI000094527,O00045031,P000163,1,126.65,0.0
OI000094528,O00045032,P000074,1,72.1,0.05
OI000094529,O00045033,P000623,2,11.8,0.2
OI000094530,O00045034,P000488,2,126.13,0.0
OI000094531,O00045034,P000159,2,201.25,0.15
OI000094532,O00045035,P000172,2,116.41,0.2
OI000094533,O00045036,P000049,2,112.5,0.0
OI000094534,O00045036,P000787,1,14.18,0.0
OI000094535,O00045036,P000366,1,123.85,0.05
OI000094536,O00045036,P000050,1,924.85,0.0
OI000094537,O00045036,P000531,1,572.52,0.0
OI000094538,O00045037,P000350,3,1139.83,0.0
OI000094539,O00045038,P000331,1,326.0,0.05
OI000094540,O00045038,P000209,1,1124.48,0.0
OI000094541,O00045038,P000313,1,107.32,0.0
OI000094542,O00045038,P000769,1,1408.16,0.0
OI000094543,O00045038,P000461,1,103.8,0.0
OI000094544,O00045039,P000111,2,106.73,0.0
OI000094545,O00045039,P000707,1,22.14,0.0
OI000094546,O00045039,P000589,2,128.97,0.0
OI000094547,O00045040,P000331,1,319.66,0.15
OI000094548,O00045041,P000739,3,104.26,0.25
