order_id,customer_id,order_date,shipment_date,payment_method,order_status,total_amount
O00030417,C0007569,2025-01-20,2025-01-24,Gift Card,Completed,674.26
O00030418,C0007570,2023-08-21,2023-08-28,Debit Card,Completed,68.6
O00030419,C0007571,2025-12-03,2025-12-09,Credit Card,Completed,679.01
O00030420,C0007571,2025-12-21,2025-12-26,Credit Card,Completed,448.8
O00030421,C0007571,2025-12-22,2025-12-23,Buy Now Pay Later,Completed,889.34
O00030422,C0007572,2024-06-29,2024-07-05,Credit Card,Completed,3130.6
O00030423,C0007572,2024-08-23,2024-08-25,PayPal,Shipped,324.53
O00030424,C0007572,2024-12-31,2025-01-07,PayPal,Completed,278.66
O00030425,C0007572,2025-07-16,2025-07-23,Debit Card,Completed,1951.65
O00030426,C0007572,2025-09-04,2025-09-06,PayPal,Completed,326.56
O00030427,C0007572,2025-09-07,2025-09-09,Debit Card,Completed,123.42
O00030428,C0007572,2025-11-19,2025-11-20,Debit Card,Completed,52.23
O00030429,C0007573,2023-09-08,2023-09-10,Debit Card,Shipped,421.22
O00030430,C0007573,2023-11-02,2023-11-04,Debit Card,Completed,886.22
O00030431,C0007573,2023-12-11,2023-12-15,Credit Card,Completed,1061.91
O00030432,C0007573,2023-12-29,2024-01-02,Buy Now Pay Later,Completed,387.65
O00030433,C0007573,2024-07-21,2024-07-24,Gift Card,Completed,277.55
O00030434,C0007573,2024-12-09,2024-12-16,Credit Card,Completed,138.42
O00030435,C0007573,2025-02-04,2025-02-09,Credit Card,Returned,1369.84
O00030436,C0007573,2025-06-16,2025-06-23,Credit Card,Completed,753.47
O00030437,C0007573,2025-10-01,2025-10-03,Debit Card,Completed,33.35
O00030438,C0007573,2025-10-04,2025-10-07,PayPal,Completed,284.04
O00030439,C0007574,2025-10-21,2025-10-27,Credit Card,Completed,1266.93
O00030440,C0007575,2023-03-12,2023-03-18,Debit Card,Completed,243.96
O00030441,C0007575,2023-11-30,2023-12-04,Credit Card,Completed,280.94
O00030442,C0007575,2024-10-19,2024-10-25,Debit Card,Shipped,228.68
O00030443,C0007575,2024-12-14,2024-12-18,Debit Card,Completed,244.04
O00030444,C0007575,2025-06-04,2025-06-06,Credit Card,Completed,51.78
O00030445,C0007575,2025-12-06,2025-12-11,PayPal,Completed,74.72
O00030446,C0007576,2024-07-31,2024-08-05,Credit Card,Returned,572.75
O00030447,C0007576,2025-12-04,2025-12-07,Debit Card,Completed,1201.03
O00030448,C0007577,2024-12-22,2024-12-28,Credit Card,Completed,87.1
O00030449,C0007578,2024-07-09,2024-07-14,PayPal,Completed,3157.17
O00030450,C0007578,2024-08-13,2024-08-14,Debit Card,Returned,1228.58
O00030451,C0007578,2024-10-23,2024-10-27,Debit Card,Shipped,85.44
O00030452,C0007578,2024-11-25,2024-12-01,Debit Card,Completed,646.0
O00030453,C0007578,2024-11-27,2024-11-29,UPI,Completed,331.19
O00030454,C0007578,2024-12-23,2024-12-30,Credit Card,Completed,55.0
O00030455,C0007578,2025-02-04,2025-02-05,Gift Card,Completed,119.32
O00030456,C0007578,2025-06-29,2025-07-02,Debit Card,Completed,84.33
O00030457,C0007578,2025-07-22,,UPI,Cancelled,1447.19
O00030458,C0007578,2025-08-05,2025-08-07,PayPal,Completed,187.36
O00030459,C0007578,2025-08-09,2025-08-13,Debit Card,Completed,163.26
O00030460,C0007578,2025-10-26,2025-10-31,Gift Card,Returned,1160.57
O00030461,C0007578,2025-10-30,2025-11-04,Credit Card,Completed,54.96
O00030462,C0007578,2025-12-06,2025-12-09,Gift Card,Completed,71.09
O00030463,C0007578,2025-12-12,2025-12-19,Credit Card,Completed,780.83
O00030464,C0007579,2023-01-08,2023-01-10,Gift Card,Completed,34.6
O00030465,C0007579,2023-03-19,2023-03-22,Credit Card,Completed,403.96
O00030466,C0007579,2023-06-22,2023-06-26,UPI,Completed,134.5
O00030467,C0007579,2023-08-31,2023-09-01,PayPal,Completed,333.8
O00030468,C0007579,2023-10-04,2023-10-06,Debit Card,Completed,2142.1
O00030469,C0007579,2023-10-22,2023-10-27,UPI,Completed,995.85
O00030470,C0007579,2023-11-02,2023-11-04,Credit Card,Completed,30.64
O00030471,C0007579,2023-11-19,2023-11-23,Credit Card,Shipped,160.26
O00030472,C0007579,2023-12-13,2023-12-17,UPI,Completed,113.56
O00030473,C0007579,2023-12-25,2023-12-31,UPI,Completed,600.98
O00030474,C0007579,2024-02-21,2024-02-25,Credit Card,Completed,300.05
O00030475,C0007579,2024-03-18,2024-03-24,Debit Card,Completed,87.97
O00030476,C0007579,2024-04-08,2024-04-11,Gift Card,Completed,554.91
O00030477,C0007579,2024-05-04,2024-05-09,PayPal,Completed,367.83
O00030478,C0007579,2024-07-13,2024-07-20,Gift Card,Completed,1859.58
O00030479,C0007579,2024-07-15,2024-07-20,UPI,Completed,912.3
O00030480,C0007579,2024-10-03,2024-10-05,Credit Card,Completed,140.91
O00030481,C0007579,2024-10-05,2024-10-07,Debit Card,Completed,2208.15
O00030482,C0007579,2024-12-12,2024-12-16,Credit Card,Completed,2093.59
O00030483,C0007579,2025-03-28,2025-04-04,Credit Card,Returned,181.15
O00030484,C0007579,2025-04-13,2025-04-20,Debit Card,Completed,85.25
O00030485,C0007579,2025-04-18,,Buy Now Pay Later,Cancelled,865.18
O00030486,C0007579,2025-05-30,2025-06-01,UPI,Completed,1213.3
O00030487,C0007579,2025-07-22,2025-07-27,Credit Card,Completed,149.53
O00030488,C0007579,2025-08-24,2025-08-29,Credit Card,Completed,240.62
O00030489,C0007579,2025-10-24,2025-10-30,UPI,Completed,211.4
O00030490,C0007579,2025-11-02,2025-11-07,UPI,Completed,182.71
O00030491,C0007579,2025-11-09,2025-11-11,Debit Card,Completed,606.33
O00030492,C0007579,2025-11-25,2025-11-30,PayPal,Completed,214.3
O00030493,C0007580,2024-09-29,2024-09-30,Credit Card,Completed,886.32
O00030494,C0007580,2025-12-25,2025-12-27,Credit Card,Shipped,272.5
O00030495,C0007581,2023-09-14,2023-09-18,Credit Card,Completed,4243.65
O00030496,C0007581,2025-01-21,2025-01-24,Credit Card,Shipped,220.2
O00030497,C0007581,2025-05-12,2025-05-18,Credit Card,Completed,817.66
O00030498,C0007581,2025-08-02,2025-08-09,Gift Card,Completed,495.91
O00030499,C0007581,2025-12-03,2025-12-10,Buy Now Pay Later,Completed,299.46
O00030500,C0007581,2025-12-19,2025-12-20,PayPal,Shipped,188.47
O00030501,C0007582,2024-07-11,2024-07-16,Credit Card,Completed,476.4
O00030502,C0007582,2025-01-01,2025-01-04,Credit Card,Completed,387.4
O00030503,C0007583,2025-12-04,2025-12-07,Debit Card,Completed,908.65
O00030504,C0007584,2025-06-16,2025-06-19,Credit Card,Shipped,1075.09
O00030505,C0007584,2025-12-16,2025-12-23,Credit Card,Completed,726.94
O00030506,C0007585,2025-06-29,2025-07-02,PayPal,Completed,188.14
O00030507,C0007586,2025-04-24,2025-04-28,UPI,Completed,195.07
O00030508,C0007587,2025-10-14,2025-10-16,PayPal,Completed,77.17
O00030509,C0007588,2025-09-27,2025-09-30,Debit Card,Completed,22.12
O00030510,C0007589,2023-08-08,2023-08-13,Gift Card,Completed,187.7
O00030511,C0007590,2023-11-28,2023-12-02,Debit Card,Completed,362.4
O00030512,C0007590,2023-11-29,2023-12-04,Debit Card,Shipped,412.2
O00030513,C0007590,2024-12-12,2024-12-18,Credit Card,Completed,4693.86
O00030514,C0007590,2025-11-08,2025-11-13,Credit Card,Completed,537.09
O00030515,C0007590,2025-12-04,2025-12-05,PayPal,Completed,754.54
O00030516,C0007591,2025-04-19,2025-04-21,Debit Card,Completed,38.24
O00030517,C0007592,2023-03-11,2023-03-15,UPI,Completed,350.42
O00030518,C0007592,2023-07-02,2023-07-09,Credit Card,Completed,997.63
O00030519,C0007592,2024-07-27,2024-08-02,UPI,Returned,2212.33
O00030520,C0007592,2024-11-15,2024-11-21,Credit Card,Completed,127.96
O00030521,C0007592,2025-01-03,2025-01-10,Credit Card,Completed,352.3
O00030522,C0007592,2025-05-17,2025-05-19,Credit Card,Completed,1979.49
O00030523,C0007592,2025-11-26,2025-12-02,Gift Card,Completed,1732.83
O00030524,C0007593,2025-12-05,2025-12-07,Debit Card,Completed,872.98
O00030525,C0007593,2025-12-13,,Buy Now Pay Later,Cancelled,117.73
O00030526,C0007594,2023-11-08,2023-11-12,Debit Card,Completed,101.2
O00030527,C0007594,2023-12-20,2023-12-26,PayPal,Completed,280.77
O00030528,C0007594,2024-07-25,2024-07-27,Credit Card,Completed,3145.34
O00030529,C0007594,2025-06-07,2025-06-13,Debit Card,Completed,114.46
O00030530,C0007594,2025-10-06,2025-10-11,Credit Card,Completed,2374.79
O00030531,C0007594,2025-10-29,2025-11-02,Credit Card,Shipped,582.29
O00030532,C0007594,2025-11-10,2025-11-11,Credit Card,Completed,992.89
O00030533,C0007595,2025-04-03,2025-04-05,PayPal,Completed,282.67
O00030534,C0007595,2025-04-28,2025-04-29,Credit Card,Completed,709.55
O00030535,C0007595,2025-06-13,2025-06-19,PayPal,Returned,65.92
O00030536,C0007595,2025-07-25,2025-08-01,Credit Card,Completed,348.84
O00030537,C0007595,2025-08-15,2025-08-16,Credit Card,Completed,145.94
O00030538,C0007595,2025-08-26,2025-08-30,Buy Now Pay Later,Returned,655.84
O00030539,C0007595,2025-09-15,2025-09-18,Debit Card,Shipped,293.85
O00030540,C0007595,2025-09-24,2025-09-29,Credit Card,Completed,590.92
O00030541,C0007595,2025-10-24,2025-10-29,UPI,Completed,455.31
O00030542,C0007595,2025-10-26,2025-10-29,UPI,Completed,65.7
O00030543,C0007595,2025-12-02,2025-12-04,UPI,Completed,483.4
O00030544,C0007596,2025-12-18,2025-12-25,UPI,Completed,37.34
O00030545,C0007597,2025-08-25,2025-08-26,Buy Now Pay Later,Completed,288.93
O00030546,C0007597,2025-08-26,2025-08-30,UPI,Completed,972.63
O00030547,C0007598,2025-05-21,2025-05-27,Credit Card,Completed,458.58
O00030548,C0007598,2025-07-20,,UPI,Cancelled,1167.07
O00030549,C0007598,2025-08-15,,Gift Card,Cancelled,1300.13
O00030550,C0007598,2025-11-07,2025-11-08,Debit Card,Completed,338.61
O00030551,C0007598,2025-11-14,2025-11-17,PayPal,Completed,443.16
O00030552,C0007599,2024-09-30,2024-10-07,Credit Card,Returned,1824.99
O00030553,C0007600,2025-07-11,2025-07-12,PayPal,Completed,954.73
O00030554,C0007600,2025-12-25,2025-12-27,Gift Card,Shipped,573.94
O00030555,C0007601,2024-02-05,2024-02-06,Credit Card,Shipped,912.08
O00030556,C0007601,2025-01-05,2025-01-11,PayPal,Returned,96.11
O00030557,C0007602,2024-07-13,2024-07-17,PayPal,Shipped,78.45
O00030558,C0007603,2025-10-01,2025-10-07,Credit Card,Completed,445.7
O00030559,C0007604,2025-05-12,2025-05-19,Gift Card,Completed,1294.8
O00030560,C0007604,2025-08-28,2025-08-30,Credit Card,Completed,901.62
O00030561,C0007604,2025-09-15,2025-09-22,Credit Card,Completed,110.77
O00030562,C0007605,2025-01-06,2025-01-09,UPI,Completed,1152.9
O00030563,C0007606,2025-06-11,2025-06-13,PayPal,Completed,237.23
O00030564,C0007607,2025-10-28,2025-10-31,Gift Card,Completed,662.26
O00030565,C0007607,2025-11-18,2025-11-21,Credit Card,Shipped,346.1
O00030566,C0007607,2025-12-15,2025-12-16,UPI,Completed,1482.22
O00030567,C0007607,2025-12-16,2025-12-22,Debit Card,Completed,1339.56
O00030568,C0007607,2025-12-19,2025-12-25,PayPal,Completed,791.97
O00030569,C0007608,2025-03-28,2025-03-30,Debit Card,Completed,359.86
O00030570,C0007609,2024-09-22,2024-09-26,Debit Card,Completed,1688.97
O00030571,C0007610,2024-11-11,2024-11-18,PayPal,Completed,202.04
O00030572,C0007611,2024-04-14,2024-04-21,Credit Card,Completed,106.53
O00030573,C0007612,2023-06-18,2023-06-20,Credit Card,Completed,46.31
O00030574,C0007613,2024-04-17,2024-04-20,Credit Card,Completed,94.94
O00030575,C0007613,2024-06-10,2024-06-11,PayPal,Completed,370.59
O00030576,C0007613,2024-10-05,2024-10-11,Buy Now Pay Later,Completed,588.1
O00030577,C0007614,2025-11-10,2025-11-16,Credit Card,Completed,2524.84
O00030578,C0007615,2023-01-13,2023-01-15,Credit Card,Returned,17.94
O00030579,C0007615,2023-04-17,2023-04-20,Gift Card,Returned,98.3
O00030580,C0007615,2023-06-04,2023-06-06,Gift Card,Returned,104.86
O00030581,C0007615,2023-08-21,,Debit Card,Cancelled,89.8
O00030582,C0007615,2023-09-12,2023-09-19,Credit Card,Completed,1666.04
O00030583,C0007615,2023-10-27,2023-10-29,Debit Card,Completed,359.41
O00030584,C0007615,2024-09-22,2024-09-27,Credit Card,Completed,984.22
O00030585,C0007615,2025-01-08,2025-01-15,Debit Card,Completed,47.6
O00030586,C0007615,2025-11-07,2025-11-14,Credit Card,Completed,91.65
O00030587,C0007615,2025-12-08,2025-12-10,Credit Card,Shipped,814.6
O00030588,C0007616,2024-08-03,2024-08-10,Credit Card,Completed,69.19
O00030589,C0007616,2025-06-28,,Credit Card,Cancelled,113.95
O00030590,C0007617,2024-12-12,2024-12-14,Credit Card,Completed,198.59
O00030591,C0007617,2025-01-27,2025-01-29,Credit Card,Completed,83.52
O00030592,C0007617,2025-03-26,2025-03-28,Buy Now Pay Later,Completed,1042.75
O00030593,C0007617,2025-05-02,2025-05-05,Credit Card,Completed,463.7
O00030594,C0007617,2025-06-11,2025-06-13,credit card,Completed,499.16
O00030595,C0007617,2025-11-05,,Credit Card,Cancelled,264.67
O00030596,C0007618,2023-03-25,2023-03-26,Credit Card,Completed,2958.7
O00030597,C0007618,2023-07-10,2023-07-17,UPI,Completed,1689.88
O00030598,C0007618,2024-05-03,2024-05-10,PayPal,Completed,568.91
O00030599,C0007618,2024-09-30,2024-10-01,Credit Card,Completed,328.7
O00030600,C0007618,2024-11-07,,PayPal,Cancelled,405.8
O00030601,C0007618,2024-12-21,2024-12-27,Credit Card,Completed,278.53
O00030602,C0007618,2025-02-22,2025-02-26,Credit Card,Completed,287.16
O00030603,C0007618,2025-08-05,2025-08-09,Debit Card,Completed,205.56
O00030604,C0007618,2025-11-02,2025-11-07,Debit Card,Completed,51.4
O00030605,C0007619,2024-12-11,2024-12-16,Gift Card,Completed,30.16
O00030606,C0007619,2025-04-05,2025-04-12,Debit Card,Completed,106.92
O00030607,C0007619,2025-05-21,2025-05-22,Credit Card,Completed,133.86
O00030608,C0007619,2025-06-03,2025-06-04,Credit Card,Completed,385.09
O00030609,C0007619,2025-06-16,2025-06-19,Credit Card,Completed,2480.19
O00030610,C0007619,2025-08-27,2025-09-03,UPI,Completed,83.75
O00030611,C0007620,2025-12-29,2026-01-01,Buy Now Pay Later,Completed,170.61
O00030612,C0007620,2025-12-31,2026-01-07,Gift Card,Completed,481.89
O00030613,C0007621,2024-10-07,2024-10-11,PayPal,Returned,538.79
O00030614,C0007622,2025-02-09,2025-02-11,Credit Card,Returned,294.27
O00030615,C0007622,2025-04-12,2025-04-17,PayPal,Completed,24.26
O00030616,C0007622,2025-06-19,2025-06-22,PayPal,Completed,2369.53
O00030617,C0007622,2025-11-25,2025-11-26,Credit Card,Completed,1139.01
O00030618,C0007622,2025-12-30,2026-01-01,Credit Card,Completed,283.04
O00030619,C0007623,2024-07-29,2024-08-04,UPI,Completed,137.51
O00030620,C0007623,2024-08-20,2024-08-23,UPI,Completed,101.96
O00030621,C0007623,2024-12-25,2025-01-01,Debit Card,Completed,418.66
O00030622,C0007623,2025-04-15,2025-04-17,UPI,Returned,16.9
O00030623,C0007623,2025-08-27,2025-08-30,Credit Card,Completed,971.84
O00030624,C0007623,2025-11-03,2025-11-06,Debit Card,Completed,3419.1
O00030625,C0007623,2025-11-14,2025-11-16,Credit Card,Completed,22.45
O00030626,C0007623,2025-12-10,2025-12-14,Debit Card,Completed,748.1
O00030627,C0007624,2024-11-18,2024-11-24,PayPal,Completed,397.03
O00030628,C0007624,2024-12-28,2025-01-03,Debit Card,Shipped,1134.31
O00030629,C0007624,2025-05-21,2025-05-23,Debit Card,Completed,41.34
O00030630,C0007625,2025-05-06,2025-05-07,Debit Card,Completed,1819.75
O00030631,C0007625,2025-12-11,2025-12-17,Credit Card,Completed,57.24
O00030632,C0007626,2024-09-15,2024-09-18,Gift Card,Completed,141.97
O00030633,C0007626,2025-12-07,2025-12-13,UPI,Completed,2753.26
O00030634,C0007627,2024-11-25,2024-12-01,UPI,Completed,901.7
O00030635,C0007628,2024-07-02,2024-07-08,PayPal,Completed,228.13
O00030636,C0007628,2024-09-15,2024-09-18,Credit Card,Completed,108.25
O00030637,C0007628,2024-11-30,2024-12-07,Credit Card,Completed,569.13
O00030638,C0007628,2025-10-08,2025-10-11,Credit Card,Completed,408.78
O00030639,C0007629,2024-06-10,2024-06-15,UPI,Completed,2526.19
O00030640,C0007629,2024-06-27,2024-07-01,Credit Card,Completed,466.8
O00030641,C0007629,2024-07-27,2024-07-31,Debit Card,Completed,110.14
O00030642,C0007629,2024-08-19,,Credit Card,Cancelled,229.5
O00030643,C0007629,2024-10-18,2024-10-24,Credit Card,Completed,51.89
O00030644,C0007629,2024-12-26,2025-01-01,PayPal,Completed,184.06
O00030645,C0007629,2024-12-28,2025-01-02,Buy Now Pay Later,Shipped,1758.97
O00030646,C0007629,2024-12-29,2024-12-31,Buy Now Pay Later,Shipped,248.32
O00030647,C0007629,2025-02-28,,PayPal,Cancelled,111.58
O00030648,C0007629,2025-05-09,2025-05-13,Debit Card,Completed,656.58
O00030649,C0007629,2025-05-20,2025-05-27,PayPal,Completed,50.08
O00030650,C0007629,2025-05-31,2025-06-03,Credit Card,Completed,607.42
O00030651,C0007629,2025-11-29,2025-12-04,Debit Card,Completed,859.13
O00030652,C0007629,2025-12-19,,Debit Card,Cancelled,3529.93
O00030653,C0007630,2023-12-02,2023-12-08,Debit Card,Completed,37.67
O00030654,C0007630,2024-02-25,2024-02-27,Credit Card,Completed,241.14
O00030655,C0007630,2024-05-04,2024-05-09,Gift Card,Completed,195.62
O00030656,C0007631,2025-04-29,2025-04-30,Credit Card,Completed,1112.4
O00030657,C0007632,2025-10-19,2025-10-21,Credit Card,Completed,245.66
O00030658,C0007632,2025-10-20,2025-10-23,Credit Card,Completed,740.44
O00030659,C0007632,2025-11-01,2025-11-08,Debit Card,Completed,474.43
O00030660,C0007632,2025-11-07,2025-11-13,UPI,Completed,2222.63
O00030661,C0007632,2025-11-16,2025-11-23,Buy Now Pay Later,Completed,496.1
O00030662,C0007632,2025-11-25,2025-12-02,Debit Card,Completed,189.77
O00030663,C0007632,2025-11-28,2025-12-05,Gift Card,Completed,380.02
O00030664,C0007632,2025-12-13,2025-12-15,Debit Card,Completed,188.76
O00030665,C0007632,2025-12-19,2025-12-23,Credit Card,Completed,196.74
O00030666,C0007632,2025-12-19,2025-12-23,UPI,Completed,2042.16
O00030667,C0007632,2025-12-20,2025-12-21,PayPal,Completed,28.11
O00030668,C0007632,2025-12-22,2025-12-24,Credit Card,Completed,615.96
O00030669,C0007632,2025-12-27,2025-12-30,Credit Card,Completed,16.37
O00030670,C0007633,2024-05-19,2024-05-20,Gift Card,Completed,370.6
O00030671,C0007633,2024-12-09,2024-12-12,PayPal,Completed,232.87
O00030672,C0007634,2024-11-25,2024-12-01,Credit Card,Completed,112.43
O00030673,C0007634,2025-06-06,2025-06-11,Debit Card,Completed,73.39
O00030674,C0007634,2025-08-29,2025-08-30,Credit Card,Completed,1190.57
O00030675,C0007634,2025-08-31,2025-09-06,Credit Card,Completed,1378.52
O00030676,C0007635,2024-11-06,2024-11-07,Credit Card,Completed,697.13
O00030677,C0007635,2025-04-12,2025-04-15,Gift Card,Completed,1359.8
O00030678,C0007635,2025-05-12,2025-05-14,UPI,Returned,266.3
O00030679,C0007635,2025-06-09,,Gift Card,Cancelled,3052.6
O00030680,C0007635,2025-11-03,2025-11-09,Credit Card,Shipped,70.83
O00030681,C0007635,2025-12-06,2025-12-10,Debit Card,Completed,184.5
O00030682,C0007635,2025-12-18,2025-12-20,Gift Card,Completed,1917.57
O00030683,C0007636,2023-05-21,2023-05-24,UPI,Returned,1147.52
O00030684,C0007636,2024-04-16,2024-04-21,Credit Card,Completed,2376.6
O00030685,C0007636,2025-12-17,2025-12-18,Credit Card,Shipped,763.9
O00030686,C0007637,2024-01-25,2024-01-27,Credit Card,Completed,781.86
O00030687,C0007637,2024-08-01,2024-08-02,Credit Card,Completed,330.57
O00030688,C0007637,2025-02-15,2025-02-18,Debit Card,Completed,569.05
O00030689,C0007638,2023-12-19,2023-12-22,Credit Card,Completed,726.27
O00030690,C0007638,2024-04-28,2024-04-30,Credit Card,Completed,168.01
O00030691,C0007638,2024-11-26,,Credit Card,Cancelled,591.88
O00030692,C0007638,2024-12-29,2024-12-30,Credit Card,Returned,90.99
O00030693,C0007638,2025-05-11,2025-05-15,Credit Card,Completed,587.62
O00030694,C0007638,2025-06-02,2025-06-07,PayPal,Completed,366.67
O00030695,C0007638,2025-08-06,2025-08-09,Debit Card,Completed,206.55
O00030696,C0007638,2025-11-01,2025-11-05,PayPal,Completed,141.44
O00030697,C0007638,2025-11-01,2025-11-04,Debit Card,Completed,182.9
O00030698,C0007638,2025-11-09,2025-11-11,Debit Card,Completed,2682.55
O00030699,C0007639,2023-01-26,2023-01-29,Credit Card,Completed,1355.47
O00030700,C0007639,2024-11-28,2024-12-03,UPI,Completed,123.75
O00030701,C0007639,2025-08-08,2025-08-13,Debit Card,Completed,66.45
O00030702,C0007640,2024-07-28,2024-08-03,Debit Card,Completed,24.27
O00030703,C0007640,2025-11-08,2025-11-14,Debit Card,Shipped,132.52
O00030704,C0007641,2025-02-06,2025-02-10,Credit Card,Completed,415.96
O00030705,C0007642,2025-02-11,2025-02-12,Credit Card,Completed,1360.45
O00030706,C0007642,2025-10-05,2025-10-08,Debit Card,Completed,47.6
O00030707,C0007643,2025-10-05,2025-10-08,Buy Now Pay Later,Completed,655.74
O00030708,C0007644,2025-02-12,2025-02-13,PayPal,Completed,158.68
O00030709,C0007644,2025-08-13,2025-08-16,Buy Now Pay Later,Completed,2054.53
O00030710,C0007644,2025-11-07,2025-11-08,UPI,Completed,908.06
O00030711,C0007645,2025-07-01,2025-07-06,Gift Card,Completed,982.11
O00030712,C0007646,2024-07-24,2024-07-27,Credit Card,Shipped,76.48
O00030713,C0007647,2024-04-04,2024-04-07,Credit Card,Completed,129.12
O00030714,C0007648,2025-08-29,2025-09-02,Gift Card,Completed,1262.54
O00030715,C0007649,2025-11-19,2025-11-24,PayPal,Completed,1646.91
O00030716,C0007650,2023-10-20,2023-10-21,PayPal,Completed,464.02
O00030717,C0007650,2023-11-16,2023-11-20,Credit Card,Shipped,305.17
O00030718,C0007650,2024-07-03,2024-07-04,Gift Card,Completed,539.27
O00030719,C0007650,2024-11-29,2024-12-06,PayPal,Completed,1347.75
O00030720,C0007650,2025-01-01,2025-01-08,Credit Card,Completed,223.06
O00030721,C0007651,2025-08-16,2025-08-19,Gift Card,Completed,678.82
O00030722,C0007652,2024-11-09,2024-11-11,Buy Now Pay Later,Completed,144.59
O00030723,C0007653,2023-10-21,2023-10-23,Debit Card,Returned,444.85
O00030724,C0007653,2024-09-10,2024-09-15,Gift Card,Completed,377.92
O00030725,C0007653,2024-10-11,2024-10-16,Debit Card,Completed,1917.8
O00030726,C0007654,2025-11-05,2025-11-07,Credit Card,Completed,253.41
O00030727,C0007655,2025-09-08,2025-09-13,PayPal,Completed,702.02
O00030728,C0007656,2024-11-29,2024-12-04,Credit Card,Completed,775.49
O00030729,C0007656,2025-04-18,2025-04-21,Gift Card,Completed,21.94
O00030730,C0007656,2025-08-16,2025-08-22,Credit Card,Completed,412.97
O00030731,C0007656,2025-09-18,2025-09-25,PayPal,Completed,230.24
O00030732,C0007656,2025-11-09,2025-11-14,Credit Card,Completed,651.48
O00030733,C0007656,2025-11-14,2025-11-16,Buy Now Pay Later,Returned,36.64
O00030734,C0007656,2025-12-11,2025-12-13,Debit Card,Completed,3227.72
O00030735,C0007656,2025-12-17,2025-12-18,Credit Card,Completed,186.93
O00030736,C0007656,2025-12-22,2025-12-26,UPI,Shipped,1830.41
O00030737,C0007656,2025-12-31,2026-01-04,UPI,Completed,569.48
O00030738,C0007657,2025-10-23,2025-10-26,Credit Card,Returned,149.55
O00030739,C0007657,2025-11-09,2025-11-11,Credit Card,Completed,886.94
O00030740,C0007658,2023-09-15,2023-09-18,Credit Card,Completed,1811.22
O00030741,C0007659,2023-09-17,2023-09-19,PayPal,Completed,2274.6
O00030742,C0007659,2023-12-04,2023-12-11,Debit Card,Returned,49.82
O00030743,C0007659,2024-03-08,2024-03-14,PayPal,Completed,1407.6
O00030744,C0007659,2025-03-29,2025-04-01,Credit Card,Shipped,508.88
O00030745,C0007659,2025-08-02,,Gift Card,Cancelled,913.22
O00030746,C0007659,2025-09-22,2025-09-23,Debit Card,Completed,318.41
O00030747,C0007659,2025-12-13,2025-12-18,Debit Card,Completed,37.94
O00030748,C0007660,2024-12-27,2024-12-29,Credit Card,Completed,985.3
O00030749,C0007660,2025-06-20,2025-06-27,UPI,Shipped,59.48
O00030750,C0007660,2025-09-18,2025-09-23,Gift Card,Shipped,566.27
O00030751,C0007661,2025-09-08,2025-09-14,Credit Card,Completed,92.7
O00030752,C0007661,2025-09-23,2025-09-24,Debit Card,Completed,342.95
O00030753,C0007661,2025-09-29,2025-10-06,Debit Card,Completed,141.73
O00030754,C0007661,2025-12-17,2025-12-24,Debit Card,Completed,122.33
O00030755,C0007662,2023-10-03,2023-10-07,Debit Card,Completed,100.1
O00030756,C0007662,2023-10-18,2023-10-25,UPI,Completed,601.81
O00030757,C0007662,2024-01-28,,Debit Card,Cancelled,341.98
O00030758,C0007662,2024-02-29,2024-03-04,Credit Card,Completed,682.06
O00030759,C0007662,2024-06-27,2024-07-02,Buy Now Pay Later,Completed,12.61
O00030760,C0007662,2024-11-08,2024-11-14,Debit Card,Completed,240.5
O00030761,C0007662,2025-03-02,2025-03-06,Credit Card,Completed,310.42
O00030762,C0007662,2025-08-05,2025-08-09,Buy Now Pay Later,Completed,1426.57
O00030763,C0007662,2025-10-28,2025-10-29,Credit Card,Completed,242.79
O00030764,C0007663,2023-07-02,2023-07-04,Buy Now Pay Later,Completed,2508.63
O00030765,C0007663,2024-02-12,2024-02-13,Credit Card,Completed,241.82
O00030766,C0007663,2024-03-12,2024-03-15,Debit Card,Completed,264.18
O00030767,C0007663,2024-07-31,2024-08-04,Credit Card,Shipped,808.66
O00030768,C0007663,2024-12-04,2024-12-10,Credit Card,Completed,83.08
O00030769,C0007663,2025-01-10,2025-01-11,PayPal,Shipped,1569.42
O00030770,C0007663,2025-02-10,2025-02-14,Credit Card,Completed,494.28
O00030771,C0007663,2025-04-04,2025-04-08,Credit Card,Completed,93.47
O00030772,C0007663,2025-07-27,2025-07-30,Debit Card,Completed,1054.29
O00030773,C0007663,2025-09-02,2025-09-04,Credit Card,Completed,218.96
O00030774,C0007663,2025-09-11,2025-09-16,Debit Card,Completed,541.73
O00030775,C0007663,2025-11-20,2025-11-26,Credit Card,Completed,920.8
O00030776,C0007664,2025-01-28,2025-02-03,Debit Card,Completed,1808.65
O00030777,C0007664,2025-02-14,2025-02-20,PayPal,Completed,72.02
O00030778,C0007664,2025-04-14,2025-04-15,Credit Card,Completed,953.87
O00030779,C0007664,2025-06-29,2025-07-02,Debit Card,Completed,235.92
O00030780,C0007664,2025-10-13,2025-10-20,Credit Card,Completed,59.1
O00030781,C0007665,2024-07-09,2024-07-10,UPI,Completed,7289.8
O00030782,C0007665,2024-12-02,2024-12-04,Credit Card,Completed,217.74
O00030783,C0007665,2025-09-11,2025-09-13,UPI,Completed,73.31
