return_id,order_id,return_reason,return_date
R0003044,O00055966,Size issue,2025-10-25
R0003045,O00055992,Damaged item,2025-10-05
R0003046,O00056036,Damaged item,2025-12-27
R0003047,O00056038,Changed mind,2026-01-22
R0003048,O00056063,Quality issue,2025-05-20
R0003049,O00056114,Size issue,2025-12-18
R0003050,O00056131,Size issue,2026-01-04
R0003051,O00056136,Wrong item,2024-01-10
R0003052,O00056140,Wrong item,2024-12-08
R0003053,O00056141,Quality issue,2024-12-28
R0003054,O00056177,Damaged item,2025-10-19
R0003055,O00056191,Size issue,2025-05-08
R0003056,O00056204,Quality issue,2025-11-20
R0003057,O00056216,Damaged item,2025-07-10
R0003058,O00056217,Wrong item,2025-08-20
R0003059,O00056232,Late delivery,2024-01-01
R0003060,O00056233,Size issue,2023-12-19
R0003061,O00056248,Quality issue,2025-04-28
R0003062,O00056275,Quality issue,2025-07-09
R0003063,O00056276,Size issue,2025-11-04
R0003064,O00056287,Changed mind,2023-08-09
R0003065,O00056307,Quality issue,2025-09-19
R0003066,O00056321,Size issue,2025-11-01
R0003067,O00056362,Damaged item,2025-03-13
R0003068,O00056369,Damaged item,2025-12-20
R0003069,O00056401,Quality issue,2025-11-18
R0003070,O00056450,Size issue,2025-09-27
R0003071,O00056472,Quality issue,2024-10-26
R0003072,O00056543,Late delivery,2023-11-19
R0003073,O00056551,Damaged item,2025-04-07
R0003074,O00056560,Size issue,2024-09-27
R0003075,O00056566,Changed mind,2025-07-01
R0003076,O00056569,Size issue,2025-10-27
R0003077,O00056576,Changed mind,2024-12-20
R0003078,O00056587,Quality issue,2025-08-20
R0003079,O00056598,Damaged item,2025-10-19
R0003080,O00056613,Wrong item,2025-11-16
R0003081,O00056713,Quality issue,2024-02-21
R0003082,O00056722,Late delivery,2025-02-17
R0003083,O00056726,Quality issue,2025-04-27
R0003084,O00056736,Quality issue,2025-12-18
R0003085,O00056738,Damaged item,2025-12-14
R0003086,O00056743,Changed mind,2024-12-09
R0003087,O00056749,Wrong item,2026-01-20
R0003088,O00056773,Damaged item,2024-05-11
R0003089,O00056791,Damaged item,2025-12-09
R0003090,O00056805,Size issue,2024-02-10
R0003091,O00056829,Wrong item,2024-11-20
R0003092,O00056833,Late delivery,2023-11-07
R0003093,O00056873,Late delivery,2024-11-27
R0003094,O00056880,Changed mind,2025-06-12
R0003095,O00056883,Quality issue,2025-10-26
R0003096,O00056887,Changed mind,2024-10-16
R0003097,O00056897,Wrong item,2025-02-27
R0003098,O00056914,Quality issue,2025-11-26
R0003099,O00056945,Size issue,2025-11-14
R0003100,O00056947,Changed mind,2025-11-16
R0003101,O00056948,Size issue,2025-11-24
R0003102,O00056953,Wrong item,2024-09-14
R0003103,O00056977,Damaged item,2023-08-15
R0003104,O00056978,Damaged item,2023-09-04
R0003105,O00057004,Quality issue,2025-10-30
R0003106,O00057016,Wrong item,2025-07-31
R0003107,O00057031,Wrong item,2025-09-06
R0003108,O00057035,Size issue,2025-08-18
R0003109,O00057043,Late delivery,2026-01-17
R0003110,O00057069,Damaged item,2024-12-04
R0003111,O00057080,Size issue,2024-08-07
R0003112,O00057085,Late delivery,2024-09-29
R0003113,O00057094,Wrong item,2025-03-27
R0003114,O00057111,Late delivery,2024-11-08
R0003115,O00057115,Damaged item,2025-06-02
R0003116,O00057121,Size issue,2023-12-09
R0003117,O00057127,Size issue,2023-06-19
R0003118,O00057128,Size issue,2023-07-07
R0003119,O00057133,Damaged item,2023-10-24
R0003120,O00057150,Late delivery,2024-08-23
R0003121,O00057172,Size issue,2024-06-22
R0003122,O00057191,Changed mind,2026-01-02
R0003123,O00057235,Damaged item,2025-11-24
R0003124,O00057248,Wrong item,2025-07-13
R0003125,O00057255,Wrong item,2025-06-13
R0003126,O00057261,Quality issue,2024-12-18
R0003127,O00057287,Quality issue,2025-08-18
R0003128,O00057324,Changed mind,2025-11-27
R0003129,O00057353,Late delivery,2024-10-17
R0003130,O00057376,Damaged item,2025-11-01
R0003131,O00057390,Late delivery,2025-11-10
R0003132,O00057428,Wrong item,2023-06-30
R0003133,O00057431,Damaged item,2024-03-09
R0003134,O00057438,Size issue,2024-10-21
R0003135,O00057456,Wrong item,2025-11-29
R0003136,O00057467,Quality issue,2024-12-25
R0003137,O00057503,Size issue,2025-04-24
R0003138,O00057504,Damaged item,2025-09-04
R0003139,O00057508,Changed mind,2024-08-06
R0003140,O00057535,Wrong item,2025-02-28
R0003141,O00057573,Damaged item,2025-10-28
R0003142,O00057575,Wrong item,2025-03-18
R0003143,O00057584,Wrong item,2025-07-08
R0003144,O00057607,Size issue,2025-12-21
R0003145,O00057639,Size issue,2024-09-02
R0003146,O00057645,Damaged item,2025-11-26
R0003147,O00057666,Size issue,2025-12-31
R0003148,O00057670,Wrong item,2024-03-04
R0003149,O00057673,Wrong item,2025-06-22
R0003150,O00057693,Size issue,2024-12-22
R0003151,O00057701,Changed mind,2025-12-09
R0003152,O00057751,Wrong item,2024-10-04
R0003153,O00057803,Quality issue,2025-12-01
R0003154,O00057812,Quality issue,2025-12-19
R0003155,O00057830,Late delivery,2025-12-22
R0003156,O00057832,Quality issue,2025-11-18
R0003157,O00057916,Size issue,2024-10-15
R0003158,O00057918,Changed mind,2025-02-11
R0003159,O00057950,Size issue,2024-12-02
R0003160,O00057955,Damaged item,2024-12-22
R0003161,O00057956,Size issue,2025-01-04
R0003162,O00057994,Size issue,2025-05-04
R0003163,O00057995,Quality issue,2025-12-11
R0003164,O00058044,Wrong item,2025-06-23
R0003165,O00058047,Wrong item,2024-10-07
R0003166,O00058051,Changed mind,2025-10-17
R0003167,O00058053,Size issue,2025-06-19
R0003168,O00058087,Wrong item,2025-10-31
R0003169,O00058090,Late delivery,2025-11-17
R0003170,O00058131,Late delivery,2025-02-18
R0003171,O00058148,Late delivery,2024-01-19
R0003172,O00058152,Size issue,2025-12-02
R0003173,O00058207,Quality issue,2025-08-20
R0003174,O00058226,Size issue,2025-12-16
R0003175,O00058231,Quality issue,2024-05-02
R0003176,O00058238,Size issue,2025-01-14
R0003177,O00058245,Late delivery,2025-07-19
R0003178,O00058259,Wrong item,2025-08-17
R0003179,O00058263,Size issue,2025-09-13
R0003180,O00058275,Size issue,2024-11-06
R0003181,O00058286,Late delivery,2025-10-16
R0003182,O00058319,Size issue,2024-11-19
R0003183,O00058362,Changed mind,2026-01-24
R0003184,O00058393,Wrong item,2025-10-23
R0003185,O00058403,Late delivery,2025-09-30
R0003186,O00058413,Late delivery,2024-12-02
R0003187,O00058419,Late delivery,2024-01-12
R0003188,O00058429,Quality issue,2025-06-30
R0003189,O00058469,Size issue,2026-01-08
R0003190,O00058474,Late delivery,2025-11-28
R0003191,O00058480,Quality issue,2023-03-24
R0003192,O00058526,Late delivery,2025-08-22
R0003193,O00058546,Quality issue,2025-12-05
R0003194,O00058561,Size issue,2025-05-27
R0003195,O00058578,Late delivery,2025-12-25
R0003196,O00058580,Wrong item,2024-09-20
R0003197,O00058599,Late delivery,2024-01-29
R0003198,O00058613,Quality issue,2025-04-03
R0003199,O00058638,Late delivery,2026-01-10
R0003200,O00058640,Changed mind,2024-11-26
R0003201,O00058641,Late delivery,2024-12-23
R0003202,O00058648,Late delivery,2023-10-08
R0003203,O00058650,Wrong item,2023-11-07
R0003204,O00058654,Damaged item,2024-11-03
R0003205,O00058662,Size issue,2025-12-04
R0003206,O00058664,Changed mind,2025-12-20
R0003207,O00058675,Wrong item,2024-04-28
R0003208,O00058699,Quality issue,2024-02-25
R0003209,O00058704,Changed mind,2025-08-20
R0003210,O00058744,Size issue,2025-08-03
R0003211,O00058748,Size issue,2024-12-04
R0003212,O00058766,Quality issue,2024-12-05
R0003213,O00058768,Quality issue,2024-12-26
R0003214,O00058811,Damaged item,2025-09-15
R0003215,O00058824,Quality issue,2025-05-28
R0003216,O00058830,Damaged item,2026-01-07
R0003217,O00058904,Size issue,2025-09-22
R0003218,O00058906,Quality issue,2026-01-02
R0003219,O00058907,Damaged item,2025-12-25
R0003220,O00058956,Damaged item,2025-04-13
R0003221,O00058993,Changed mind,2024-10-23
R0003222,O00058998,Quality issue,2024-12-19
R0003223,O00059002,Damaged item,2025-03-29
R0003224,O00059008,Changed mind,2025-12-11
R0003225,O00059036,Damaged item,2026-01-01
R0003226,O00059042,Changed mind,2025-09-21
R0003227,O00059044,Quality issue,2025-12-11
R0003228,O00059090,Damaged item,2025-12-31
R0003229,O00059099,Changed mind,2024-07-20
R0003230,O00059103,Quality issue,2025-11-10
R0003231,O00059109,Changed mind,2025-12-13
R0003232,O00059140,Size issue,2024-12-07
R0003233,O00059152,Wrong item,2025-06-12
R0003234,O00059156,Quality issue,2025-12-15
R0003235,O00059207,Quality issue,2025-10-13
R0003236,O00059210,Late delivery,2025-11-16
R0003237,O00059219,Changed mind,2025-04-04
R0003238,O00059221,Late delivery,2025-07-15
R0003239,O00059243,Wrong item,2025-07-19
R0003240,O00059247,Wrong item,2023-07-17
R0003241,O00059276,Damaged item,2024-12-29
R0003242,O00059294,Changed mind,2025-08-29
R0003243,O00059303,Size issue,2025-10-22
R0003244,O00059304,Quality issue,2025-10-26
R0003245,O00059308,Size issue,2025-12-03
R0003246,O00059313,Changed mind,2025-08-02
R0003247,O00059324,Wrong item,2025-11-24
R0003248,O00059335,Late delivery,2025-02-07
R0003249,O00059343,Size issue,2025-07-08
R0003250,O00059361,Size issue,2025-09-01
R0003251,O00059368,Wrong item,2025-03-03
R0003252,O00059375,Wrong item,2024-12-09
R0003253,O00059378,Late delivery,2023-10-04
R0003254,O00059387,Damaged item,2025-10-02
R0003255,O00059394,Wrong item,2025-09-18
R0003256,O00059396,Late delivery,2025-11-28
R0003257,O00059397,Changed mind,2025-06-28
R0003258,O00059439,Quality issue,2025-11-08
R0003259,O00059455,Wrong item,2025-11-07
R0003260,O00059482,Damaged item,2025-04-10
R0003261,O00059490,Late delivery,2025-05-15
R0003262,O00059508,Late delivery,2024-11-29
R0003263,O00059511,Late delivery,2025-10-16
R0003264,O00059517,Damaged item,2025-01-13
R0003265,O00059551,Damaged item,2023-09-21
R0003266,O00059578,Size issue,2024-03-03
R0003267,O00059587,Damaged item,2024-12-23
R0003268,O00059591,Damaged item,2025-10-24
R0003269,O00059640,Wrong item,2025-07-30
R0003270,O00059658,Late delivery,2025-11-10
R0003271,O00059678,Late delivery,2025-05-07
R0003272,O00059696,Quality issue,2023-06-08
R0003273,O00059699,Wrong item,2024-08-03
R0003274,O00059702,Late delivery,2025-06-01
R0003275,O00059707,Wrong item,2023-11-06
R0003276,O00059772,Wrong item,2025-11-11
R0003277,O00059832,Changed mind,2025-11-17
R0003278,O00059836,Changed mind,2025-11-11
R0003279,O00059837,Wrong item,2025-11-22
R0003280,O00059843,Changed mind,2024-11-25
R0003281,O00059857,Changed mind,2023-10-26
R0003282,O00059858,Damaged item,2025-12-28
R0003283,O00059870,Damaged item,2025-12-03
R0003284,O00059900,Quality issue,2025-12-02
R0003285,O00059917,Quality issue,2025-12-23
R0003286,O00059924,Late delivery,2024-09-27
R0003287,O00059951,Size issue,2025-01-14
R0003288,O00059969,Changed mind,2025-01-01
R0003289,O00059978,Quality issue,2026-01-09
R0003290,O00059980,Quality issue,2026-01-03
R0003291,O00060010,Quality issue,2025-10-02
R0003292,O00060011,Changed mind,2024-11-04
R0003293,O00060036,Damaged item,2025-09-03
R0003294,O00060054,Quality issue,2025-02-18
R0003295,O00060055,Size issue,2025-09-25
R0003296,O00060088,Late delivery,2025-09-10
R0003297,O00060135,Size issue,2025-10-29
R0003298,O00060160,Damaged item,2024-12-17
R0003299,O00060163,Quality issue,2025-12-21
R0003300,O00060171,Quality issue,2024-10-19
R0003301,O00060190,Changed mind,2024-07-08
R0003302,O00060193,Damaged item,2024-09-29
R0003303,O00060208,Wrong item,2025-10-15
R0003304,O00060244,Changed mind,2025-11-28
R0003305,O00060257,Late delivery,2025-04-25
R0003306,O00060284,Changed mind,2023-12-19
R0003307,O00060335,Damaged item,2025-10-03
R0003308,O00060338,Size issue,2025-12-04
R0003309,O00060359,Size issue,2024-10-25
R0003310,O00060363,Changed mind,2025-05-05
R0003311,O00060370,Changed mind,2025-11-14
R0003312,O00060375,Damaged item,2024-12-07
R0003313,O00060410,Size issue,2025-03-29
R0003314,O00060413,Wrong item,2026-01-08
R0003315,O00060425,Damaged item,2025-11-15
R0003316,O00060435,Size issue,2026-01-08
R0003317,O00060444,Damaged item,2025-11-19
R0003318,O00060459,Wrong item,2025-12-17
R0003319,O00060461,Wrong item,2025-03-13
R0003320,O00060499,Wrong item,2025-12-20
R0003321,O00060514,Damaged item,2023-06-15
R0003322,O00060515,Late delivery,2024-02-03
R0003323,O00060551,Damaged item,2025-01-29
R0003324,O00060597,Wrong item,2023-08-25
R0003325,O00060604,Size issue,2023-06-01
R0003326,O00060624,Damaged item,2025-12-22
R0003327,O00060626,Size issue,2026-01-05
R0003328,O00060644,Late delivery,2024-11-24
R0003329,O00060701,Damaged item,2024-11-09
R0003330,O00060719,Damaged item,2025-01-12
R0003331,O00060742,Changed mind,2024-12-06
R0003332,O00060792,Size issue,2025-12-22
R0003333,O00060796,Wrong item,2023-11-21
R0003334,O00060809,Wrong item,2026-01-05
R0003335,O00060852,Damaged item,2025-03-17
R0003336,O00060892,Size issue,2025-01-21
R0003337,O00060898,Size issue,2025-11-20
R0003338,O00060930,Late delivery,2025-12-12
R0003339,O00060931,Wrong item,2025-12-12
R0003340,O00060948,Damaged item,2025-09-05
R0003341,O00060955,Quality issue,2024-12-12
R0003342,O00061024,Damaged item,2025-07-28
R0003343,O00061068,Wrong item,2025-09-04
R0003344,O00061077,Changed mind,2025-08-31
R0003345,O00061118,Changed mind,2025-08-10
R0003346,O00061148,Late delivery,2025-11-14
R0003347,O00061211,Changed mind,2024-12-12
R0003348,O00061257,Late delivery,2025-09-16
R0003349,O00061260,Wrong item,2025-06-24
R0003350,O00061291,Quality issue,2025-01-11
R0003351,O00061293,Wrong item,2025-07-31
R0003352,O00061366,Wrong item,2025-10-25
R0003353,O00061377,Damaged item,2025-06-19
R0003354,O00061388,Wrong item,2025-09-28
R0003355,O00061389,Late delivery,2025-11-20
R0003356,O00061403,Quality issue,2026-01-08
R0003357,O00061436,Changed mind,2025-06-27
R0003358,O00061495,Late delivery,2024-12-12
R0003359,O00061520,Damaged item,2025-01-05
R0003360,O00061560,Wrong item,2025-05-27
R0003361,O00061576,Quality issue,2025-08-09
R0003362,O00061588,Late delivery,2024-12-19
R0003363,O00061590,Size issue,2025-03-24
R0003364,O00061616,Quality issue,2024-12-02
R0003365,O00061623,Size issue,2024-06-22
R0003366,O00061638,Changed mind,2025-01-25
R0003367,O00061641,Damaged item,2025-07-07
R0003368,O00061648,Size issue,2025-12-19
R0003369,O00061653,Quality issue,2025-10-29
R0003370,O00061661,Late delivery,2025-11-12
R0003371,O00061668,Damaged item,2024-04-02
R0003372,O00061702,Quality issue,2023-12-31
R0003373,O00061735,Wrong item,2025-08-09
R0003374,O00061738,Size issue,2026-01-16
R0003375,O00061758,Changed mind,2025-11-05
R0003376,O00061760,Late delivery,2023-11-21
R0003377,O00061775,Damaged item,2025-03-15
R0003378,O00061782,Damaged item,2025-12-20
R0003379,O00061784,Late delivery,2026-01-18
R0003380,O00061797,Damaged item,2024-05-25
R0003381,O00061802,Wrong item,2024-11-14
R0003382,O00061814,Changed mind,2024-08-30
R0003383,O00061826,Changed mind,2025-03-01
R0003384,O00061854,Quality issue,2023-10-29
R0003385,O00061878,Late delivery,2025-08-28
R0003386,O00061902,Damaged item,2026-01-08
R0003387,O00061938,Wrong item,2025-10-23
R0003388,O00061944,Quality issue,2025-04-10
R0003389,O00061950,Wrong item,2023-09-25
R0003390,O00061959,Changed mind,2025-09-08
R0003391,O00061970,Changed mind,2025-09-16
R0003392,O00061981,Damaged item,2026-01-15
R0003393,O00061987,Size issue,2025-09-18
R0003394,O00062006,Late delivery,2025-10-26
R0003395,O00062018,Quality issue,2025-11-26
R0003396,O00062064,Late delivery,2025-10-15
R0003397,O00062068,Wrong item,2023-06-28
R0003398,O00062069,Size issue,2024-03-04
R0003399,O00062091,Damaged item,2025-03-19
R0003400,O00062117,Quality issue,2025-08-16
R0003401,O00062157,Late delivery,2025-12-28
R0003402,O00062164,Changed mind,2025-07-20
R0003403,O00062170,Wrong item,2025-08-23
R0003404,O00062197,Wrong item,2025-12-13
R0003405,O00062200,Changed mind,2025-12-27
R0003406,O00062249,Size issue,2025-06-27
R0003407,O00062254,Wrong item,2025-07-14
R0003408,O00062268,Late delivery,2024-01-24
R0003409,O00062289,Late delivery,2025-09-15
R0003410,O00062314,Damaged item,2025-04-14
R0003411,O00062328,Wrong item,2025-09-16
R0003412,O00062373,Wrong item,2024-03-04
R0003413,O00062376,Wrong item,2025-07-12
R0003414,O00062381,Wrong item,2026-01-11
R0003415,O00062387,Wrong item,2025-12-24
R0003416,O00062425,Changed mind,2023-04-13
R0003417,O00062443,Damaged item,2025-01-12
R0003418,O00062483,Size issue,2025-01-04
R0003419,O00062491,Changed mind,2025-11-24
R0003420,O00062533,Quality issue,2025-09-14
R0003421,O00062554,Damaged item,2025-06-05
R0003422,O00062574,Quality issue,2026-01-27
R0003423,O00062589,Size issue,2024-08-28
R0003424,O00062594,Wrong item,2025-11-30
R0003425,O00062634,Damaged item,2026-01-11
R0003426,O00062639,Quality issue,2025-07-28
R0003427,O00062640,Wrong item,2026-01-11
R0003428,O00062670,Wrong item,2025-05-10
R0003429,O00062686,Damaged item,2025-09-07
R0003430,O00062707,Quality issue,2023-12-11
R0003431,O00062711,Damaged item,2025-07-20
R0003432,O00062714,Quality issue,2025-09-05
R0003433,O00062720,Wrong item,2025-04-11
R0003434,O00062727,Late delivery,2024-10-04
R0003435,O00062750,Damaged item,2025-11-30
R0003436,O00062768,Changed mind,2025-01-07
R0003437,O00062780,Size issue,2025-05-23
R0003438,O00062784,Late delivery,2025-07-30
R0003439,O00062794,Changed mind,2025-02-10
R0003440,O00062803,Wrong item,2025-12-06
R0003441,O00062809,Size issue,2024-04-20
R0003442,O00062822,Damaged item,2025-07-20
R0003443,O00062830,Size issue,2024-12-20
R0003444,O00062859,Quality issue,2025-05-08
R0003445,O00062864,Damaged item,2025-07-10
R0003446,O00062893,Late delivery,2023-05-26
R0003447,O00062899,Damaged item,2025-06-17
R0003448,O00062922,Late delivery,2024-10-21
R0003449,O00062949,Size issue,2025-02-13
R0003450,O00062950,Changed mind,2025-03-30
R0003451,O00062955,Size issue,2025-10-08
R0003452,O00062956,Size issue,2025-11-12
R0003453,O00062958,Changed mind,2025-12-10
R0003454,O00062960,Quality issue,2025-08-13
R0003455,O00062980,Quality issue,2025-08-06
R0003456,O00063020,Quality issue,2024-12-24
R0003457,O00063055,Changed mind,2026-01-17
R0003458,O00063063,Wrong item,2023-06-27
R0003459,O00063066,Wrong item,2025-02-07
R0003460,O00063068,Size issue,2025-07-21
R0003461,O00063081,Late delivery,2024-08-16
R0003462,O00063083,Size issue,2024-09-22
R0003463,O00063106,Quality issue,2025-12-27
R0003464,O00063127,Late delivery,2025-11-23
R0003465,O00063142,Wrong item,2023-12-20
R0003466,O00063170,Quality issue,2025-08-11
R0003467,O00063176,Size issue,2024-12-07
R0003468,O00063189,Wrong item,2025-01-11
R0003469,O00063200,Changed mind,2025-01-29
R0003470,O00063209,Size issue,2025-04-15
R0003471,O00063233,Size issue,2026-01-18
R0003472,O00063286,Quality issue,2025-08-02
R0003473,O00063292,Quality issue,2023-09-16
R0003474,O00063304,Damaged item,2025-01-24
R0003475,O00063332,Damaged item,2024-07-06
R0003476,O00063335,Late delivery,2023-09-12
R0003477,O00063358,Wrong item,2025-08-27
R0003478,O00063369,Quality issue,2025-11-04
R0003479,O00063370,Size issue,2025-11-08
R0003480,O00063392,Wrong item,2025-09-25
R0003481,O00063415,Changed mind,2025-12-29
R0003482,O00063445,Changed mind,2025-07-11
R0003483,O00063448,Size issue,2024-12-15
R0003484,O00063530,Size issue,2026-01-11
R0003485,O00063555,Changed mind,2024-10-11
R0003486,O00063570,Late delivery,2026-01-21
R0003487,O00063574,Size issue,2025-06-30
R0003488,O00063581,Wrong item,2025-04-11
R0003489,O00063594,Damaged item,2023-04-04
R0003490,O00063625,Late delivery,2024-08-13
R0003491,O00063629,Wrong item,2025-05-14
R0003492,O00063665,Damaged item,2023-11-29
R0003493,O00063673,Changed mind,2024-12-15
R0003494,O00063679,Late delivery,2025-05-19
R0003495,O00063690,Damaged item,2023-12-27
R0003496,O00063704,Damaged item,2025-11-26
R0003497,O00063720,Size issue,2025-05-23
R0003498,O00063774,Size issue,2024-12-05
R0003499,O00063784,Damaged item,2025-08-27
R0003500,O00063790,Size issue,2024-10-27
R0003501,O00063801,Wrong item,2025-01-19
R0003502,O00063805,Quality issue,2024-10-18
R0003503,O00063806,Late delivery,2025-09-13
R0003504,O00063813,Late delivery,2023-03-30
R0003505,O00063817,Wrong item,2023-08-29
R0003506,O00063929,Quality issue,2025-07-04
R0003507,O00063935,Changed mind,2026-01-06
R0003508,O00063952,Changed mind,2024-08-16
R0003509,O00063999,Damaged item,2024-12-19
R0003510,O00064004,Wrong item,2025-07-17
R0003511,O00064035,Wrong item,2023-02-23
R0003512,O00064041,Late delivery,2025-03-27
R0003513,O00064043,Damaged item,2023-11-21
R0003514,O00064049,Size issue,2023-05-22
R0003515,O00064053,Quality issue,2024-01-24
R0003516,O00064088,Quality issue,2023-09-07
R0003517,O00064092,Changed mind,2024-09-20
R0003518,O00064102,Changed mind,2025-03-25
R0003519,O00064108,Damaged item,2025-10-04
R0003520,O00064156,Late delivery,2025-12-27
R0003521,O00064179,Quality issue,2026-01-04
R0003522,O00064188,Wrong item,2024-10-25
R0003523,O00064189,Quality issue,2025-07-30
R0003524,O00064197,Changed mind,2023-08-15
R0003525,O00064209,Quality issue,2025-09-19
R0003526,O00064238,Size issue,2026-01-17
R0003527,O00064263,Wrong item,2024-12-19
R0003528,O00064283,Wrong item,2025-11-28
R0003529,O00064349,Changed mind,2025-10-24
R0003530,O00064385,Changed mind,2023-05-04
R0003531,O00064404,Quality issue,2024-10-28
R0003532,O00064418,Changed mind,2025-06-19
R0003533,O00064426,Changed mind,2024-05-31
R0003534,O00064440,Wrong item,2025-09-27
R0003535,O00064466,Damaged item,2025-04-30
R0003536,O00064470,Quality issue,2026-01-02
R0003537,O00064488,Size issue,2025-04-17
R0003538,O00064496,Wrong item,2025-11-14
R0003539,O00064501,Size issue,2025-07-28
R0003540,O00064516,Wrong item,2025-12-20
R0003541,O00064551,Wrong item,2025-11-23
R0003542,O00064552,Damaged item,2025-11-20
R0003543,O00064565,Size issue,2025-12-22
R0003544,O00064582,Damaged item,2024-12-10
R0003545,O00064650,Wrong item,2024-01-29
R0003546,O00064661,Wrong item,2025-05-18
R0003547,O00064663,Changed mind,2025-06-14
R0003548,O00064665,Damaged item,2025-06-27
R0003549,O00064682,Size issue,2025-11-15
R0003550,O00064688,Wrong item,2024-01-03
R0003551,O00064740,Size issue,2025-08-19
R0003552,O00064742,Quality issue,2025-08-04
R0003553,O00064749,Wrong item,2025-11-19
R0003554,O00064769,Damaged item,2025-08-23
R0003555,O00064772,Quality issue,2025-10-11
R0003556,O00064790,Quality issue,2025-07-28
R0003557,O00064825,Size issue,2024-10-23
R0003558,O00064831,Damaged item,2025-05-09
R0003559,O00064834,Damaged item,2025-10-28
R0003560,O00064836,Wrong item,2025-08-19
R0003561,O00064864,Size issue,2025-04-25
R0003562,O00064869,Late delivery,2026-01-22
R0003563,O00064893,Late delivery,2025-07-06
R0003564,O00064923,Quality issue,2026-01-08
R0003565,O00064942,Size issue,2025-06-30
R0003566,O00064943,Quality issue,2023-10-26
R0003567,O00064953,Wrong item,2025-04-06
R0003568,O00064956,Changed mind,2025-08-03
R0003569,O00065104,Changed mind,2025-08-18
R0003570,O00065111,Changed mind,2025-01-20
R0003571,O00065130,Damaged item,2025-03-14
R0003572,O00065139,Quality issue,2025-12-13
R0003573,O00065142,Quality issue,2024-01-25
R0003574,O00065184,Wrong item,2023-08-03
R0003575,O00065210,Wrong item,2023-06-26
R0003576,O00065229,Damaged item,2025-04-21
R0003577,O00065276,Wrong item,2025-06-16
R0003578,O00065292,Damaged item,2026-01-13
R0003579,O00065320,Changed mind,2024-12-20
R0003580,O00065326,Wrong item,2025-01-17
R0003581,O00065335,Quality issue,2025-06-02
R0003582,O00065336,Changed mind,2023-12-26
R0003583,O00065352,Damaged item,2024-01-02
R0003584,O00065356,Wrong item,2023-09-01
R0003585,O00065370,Quality issue,2024-06-07
R0003586,O00065382,Changed mind,2025-12-03
R0003587,O00065406,Late delivery,2025-01-09
R0003588,O00065437,Changed mind,2025-08-17
R0003589,O00065508,Size issue,2025-12-24
R0003590,O00065558,Late delivery,2023-04-03
R0003591,O00065577,Quality issue,2024-09-09
R0003592,O00065586,Damaged item,2024-12-29
R0003593,O00065634,Damaged item,2025-11-29
R0003594,O00065646,Changed mind,2025-08-18
R0003595,O00065686,Damaged item,2024-11-17
R0003596,O00065700,Changed mind,2025-11-07
R0003597,O00065701,Damaged item,2025-11-21
R0003598,O00065716,Late delivery,2025-12-28
R0003599,O00065723,Wrong item,2025-10-31
R0003600,O00065725,Wrong item,2025-11-12
R0003601,O00065745,Wrong item,2025-08-31
R0003602,O00065746,Size issue,2025-10-10
R0003603,O00065756,Changed mind,2025-12-30
R0003604,O00065764,Quality issue,2026-01-15
R0003605,O00065770,Late delivery,2024-05-03
R0003606,O00065783,Damaged item,2024-01-19
R0003607,O00065809,Size issue,2025-09-20
R0003608,O00065820,Late delivery,2025-07-27
R0003609,O00065873,Wrong item,2025-10-25
R0003610,O00065935,Wrong item,2024-08-25
R0003611,O00065953,Size issue,2025-11-06
R0003612,O00066014,Quality issue,2023-07-24
R0003613,O00066025,Quality issue,2024-11-21
R0003614,O00066037,Damaged item,2025-06-14
R0003615,O00066046,Size issue,2026-01-01
R0003616,O00066062,Changed mind,2024-12-29
R0003617,O00066066,Changed mind,2024-04-24
R0003618,O00066071,Quality issue,2025-12-02
R0003619,O00066079,Damaged item,2025-10-02
R0003620,O00066106,Damaged item,2025-09-26
R0003621,O00066123,Quality issue,2025-12-04
R0003622,O00066128,Quality issue,2025-07-04
R0003623,O00066133,Size issue,2026-01-20
R0003624,O00066137,Damaged item,2024-09-20
R0003625,O00066138,Changed mind,2024-10-30
R0003626,O00066175,Size issue,2025-01-15
R0003627,O00066203,Wrong item,2025-11-29
R0003628,O00066213,Late delivery,2024-04-26
R0003629,O00066224,Wrong item,2025-12-09
R0003630,O00066277,Damaged item,2025-08-05
R0003631,O00066303,Late delivery,2025-10-18
R0003632,O00066353,Wrong item,2024-06-21
R0003633,O00066372,Wrong item,2025-09-21
R0003634,O00066383,Changed mind,2023-12-24
R0003635,O00066387,Quality issue,2023-07-25
R0003636,O00066402,Changed mind,2025-07-08
R0003637,O00066411,Quality issue,2025-07-24
R0003638,O00066478,Damaged item,2026-01-02
R0003639,O00066487,Wrong item,2025-11-13
R0003640,O00066490,Size issue,2025-12-08
R0003641,O00066494,Size issue,2025-12-17
R0003642,O00066499,Damaged item,2025-12-28
R0003643,O00066516,Late delivery,2024-12-05
R0003644,O00066519,Late delivery,2025-07-05
R0003645,O00066521,Wrong item,2025-11-08
R0003646,O00066533,Damaged item,2025-12-12
R0003647,O00066553,Quality issue,2025-09-19
R0003648,O00066560,Wrong item,2025-12-04
R0003649,O00066590,Late delivery,2026-01-22
R0003650,O00066599,Size issue,2026-01-24
R0003651,O00066603,Damaged item,2024-02-19
R0003652,O00066613,Wrong item,2025-03-13
R0003653,O00066614,Wrong item,2025-08-10
R0003654,O00066632,Late delivery,2024-08-11
R0003655,O00066656,Changed mind,2024-12-28
